gouvernorat_enc,ville_enc,lat,lon,surface_m2,nb_pieces,nb_chambres,score_attractivite,market_tension,cycle_marche,prix_region_median,text_embedding_score,nb_images,source_enc,type_transaction,has_piscine,has_jardin,has_vue_mer,has_garage,has_meuble,has_terrasse,has_standing,has_cuisine_equip,has_climatisation,has_cheminee,has_vue_montagne,prix,image_url
4,0.2412,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1500000.0,https://www.bnb.tn/wp-content/uploads/2023/05/341574773_2046772985517178_2182008487035230208_n-300x300.jpg
20,0.001,36.819,10.2358,800.0,4.0,5.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1500000.0,https://www.bnb.tn/wp-content/uploads/2023/04/Screenshot_20230425_000130_Facebook-300x300.jpg
12,0.4234,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,1,0,0,0,1,0,0,0,0,0,530000.0,https://www.bnb.tn/wp-content/uploads/2023/04/LOVV-300x300.jpg
16,0.4154,36.819,10.2358,260.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,1,0,0,0,0,0,0,0,0,0,580000.0,https://www.bnb.tn/wp-content/uploads/2023/04/1-37-300x300.jpg
23,0.0037,36.819,10.2358,540.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1500000.0,https://www.bnb.tn/wp-content/uploads/2022/12/5C464764-ED38-4146-9C7F-E2FE27206359-1170x738-1-300x300.jpeg
23,0.0041,36.91,10.29,300.0,4.0,4.0,0.5,0.5442,2.0,2562.03,0.4155,1,1,1,1,1,0,0,0,0,0,0,0,0,0,15000.0,https://www.bnb.tn/wp-content/uploads/2023/03/L23-010-013-1-300x299.jpg
4,0.2412,36.819,10.2358,130.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,1,0,0,1,0,0,0,0,460000.0,https://www.bnb.tn/wp-content/uploads/2023/04/ad3e66ee-be36-4448-a307-0cc78c645023-300x300.jpg
20,0.1333,36.819,10.2358,650.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4500.0,https://www.bnb.tn/wp-content/uploads/2023/04/IMG_2766-300x300.jpg
4,0.2412,37.2744,9.8739,150.0,4.0,4.0,0.5,0.4278,2.0,61540.22,0.3584,1,1,1,0,0,0,0,0,0,0,0,0,0,0,650.0,https://www.bnb.tn/wp-content/uploads/2023/04/28706aa1-2ec4-4866-a207-3ebe41d80b68-300x300.jpg
4,0.2412,37.2744,9.8739,120.0,4.0,4.0,0.5,0.4278,2.0,61540.22,0.3791,1,1,1,0,0,0,0,0,0,0,0,0,0,0,730.0,https://www.bnb.tn/wp-content/uploads/2023/04/image_viber_2023-04-15_13-40-31-968-300x300.jpg
20,0.1333,36.819,10.2358,1000.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4500.0,https://www.bnb.tn/wp-content/uploads/2020/01/IMG_2766-300x300.jpg
4,0.2412,37.2744,9.8739,150.0,4.0,4.0,0.5,0.4278,2.0,61540.22,0.373,1,1,1,0,1,0,0,0,0,0,0,0,0,0,750.0,https://www.bnb.tn/wp-content/uploads/2023/04/image_viber_2023-03-25_10-48-06-695-1-300x300.jpg
4,0.2412,37.2744,9.8739,300.0,4.0,4.0,0.5,0.4278,2.0,61540.22,0.3683,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1800.0,https://www.bnb.tn/wp-content/uploads/2023/04/334726819_1802501976813950_4949305890370030730_n-300x300.jpg
4,0.2412,36.819,10.2358,424.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,800000.0,https://www.bnb.tn/wp-content/uploads/2023/04/thumb_579789_property_xlarge-300x300.jpeg
16,0.4154,36.819,10.2358,1015.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,750000.0,https://www.bnb.tn/wp-content/uploads/2023/04/1-9-300x300.jpg
4,0.2412,37.2744,9.8739,150.0,4.0,4.0,0.5,0.4278,2.0,61540.22,0.4041,1,1,1,0,1,0,0,0,0,1,0,0,0,0,800.0,https://www.bnb.tn/wp-content/uploads/2023/04/image_viber_2023-03-25_10-48-06-145-300x300.jpg
23,0.0037,36.819,10.2358,1200.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2500000.0,https://www.bnb.tn/wp-content/uploads/2023/03/A82103BC-9CD3-4DE7-992F-0B8CC7AB97E2-300x300.jpeg
3,0.4234,36.819,10.2358,319.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,600000.0,https://www.bnb.tn/wp-content/uploads/2023/03/337998615_1601368816999471_1588464860632689611_n-300x300.jpg
4,0.2412,36.819,10.2358,130.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,1,0,0,0,0,0,110000.0,https://www.bnb.tn/wp-content/uploads/2023/03/thumb_468391_property_xlarge-300x300.jpeg
16,0.4154,36.819,10.2358,731.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1500000.0,https://www.bnb.tn/wp-content/uploads/2023/03/1-63-300x300.jpg
16,0.4154,36.819,10.2358,499.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,830000.0,https://www.bnb.tn/wp-content/uploads/2023/03/1-50-300x300.jpg
16,0.4154,36.819,10.2358,200.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,1,1,0,0,0,0,0,0,380000.0,https://www.bnb.tn/wp-content/uploads/2023/03/SAM_100_0623-300x300.jpg
16,0.4154,36.819,10.2358,219.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,500000.0,https://www.bnb.tn/wp-content/uploads/2023/03/280260635_775664900510250_3107325862449220962_n-300x300.jpg
16,0.4154,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1600000.0,https://www.bnb.tn/wp-content/uploads/2023/03/127199979_1266162693757099_301326449174444550_n-1-300x300.jpg
4,0.2412,36.819,10.2358,176.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,255000.0,https://www.bnb.tn/wp-content/uploads/2023/03/thumb_555687_property_big-300x300.jpg
20,0.0004,35.8604,10.5953,350.0,4.0,4.0,0.5,0.3642,2.0,150620.48,0.4138,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1900.0,https://www.bnb.tn/wp-content/uploads/2023/03/335279130_940278870484294_1867388440891761239_n-300x300.jpg
20,0.1333,36.819,10.2358,799.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1500000.0,https://www.bnb.tn/wp-content/uploads/2023/03/01-4-300x300.jpg
20,0.0004,36.819,10.2358,1000.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,950000.0,https://www.bnb.tn/wp-content/uploads/2023/03/01-2-300x300.jpg
16,0.5996,36.819,10.2358,425.0,4.0,10.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,0,0,0,0,0,0,0,0,0,0,0,940.0,https://www.bnb.tn/wp-content/uploads/2023/02/Screenshot_20230117_085511_Maps-1-300x300.jpg
23,0.0021,36.8769,10.3247,160.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3791,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1600.0,https://www.bnb.tn/wp-content/uploads/2023/02/babee03b-e672-45e2-ac05-ceafd5842d94-300x300.jpg
4,0.2412,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,650000.0,https://www.bnb.tn/wp-content/uploads/2023/02/331232142_1321741058405835_740185091923445544_n-300x300.jpg
16,0.5996,36.819,10.2358,640.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1700000.0,https://www.bnb.tn/wp-content/uploads/2023/02/331025572_904853404065560_6714774162690072937_n-300x300.jpg
16,0.5996,35.8245,10.6346,700.0,4.0,4.0,0.5,0.517,2.0,150620.48,0.3541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1850000.0,https://www.bnb.tn/wp-content/uploads/2022/01/2-58.jpg
23,0.0037,36.819,10.1658,250.0,3.0,4.0,0.5,0.6863,2.0,2562.03,0.3866,1,1,1,0,0,0,0,0,1,0,1,0,0,0,4500.0,https://www.bnb.tn/wp-content/uploads/2023/02/mel0307-3-300x300.jpg
16,0.5996,36.819,10.2358,290.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,850000.0,https://www.bnb.tn/wp-content/uploads/2023/02/thumb_514246_property_xlarge-300x300.jpeg
23,0.0013,36.819,10.1658,180.0,3.0,4.0,0.5,0.5515,2.0,2562.03,0.3764,1,1,1,0,0,0,0,1,0,0,0,0,0,0,4000.0,https://www.bnb.tn/wp-content/uploads/2023/02/d55dc699-9f18-456c-bd7b-aaff809e33e4-300x300.jpg
16,0.5996,35.8245,10.6346,300.0,4.0,4.0,0.5,0.517,2.0,150620.48,0.3541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,850000.0,https://www.bnb.tn/wp-content/uploads/2022/01/2-58.jpg
16,0.5996,36.819,10.2358,287.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,920000.0,https://www.bnb.tn/wp-content/uploads/2023/01/imprenable-vue-mer-300x300.jpg
16,0.5996,35.8245,10.6346,380.0,4.0,4.0,0.5,0.517,2.0,150620.48,0.3541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,980000.0,https://www.bnb.tn/wp-content/uploads/2022/01/2-58.jpg
14,0.3353,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,380000.0,https://www.bnb.tn/wp-content/uploads/2023/02/IMG-20230131-WA0016-1-300x300.jpg
1,0.0028,36.8665,10.1647,300.0,4.0,4.0,0.5,0.5663,2.0,43985.0,0.3727,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3000.0,https://www.bnb.tn/wp-content/uploads/2023/02/WhatsApp-Image-2021-03-28-at-18.34.32-300x300.jpg
23,0.0041,36.91,10.29,300.0,3.0,4.0,0.5,0.5442,2.0,2562.03,0.4351,1,1,1,1,1,0,0,1,0,0,1,0,0,0,5800.0,https://www.bnb.tn/wp-content/uploads/2023/02/telechargement-29-1-300x300.jpg
20,0.1333,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,1,0,0,0,0,0,0,950000.0,https://www.bnb.tn/wp-content/uploads/2022/12/IMG_2512-300x300.jpg
3,0.3032,36.819,10.2358,240.0,2.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,1,0,0,0,0,0,380000.0,https://www.bnb.tn/wp-content/uploads/2023/02/330122722_728029035340002_8340128248426745152_n-300x300.jpg
16,0.5996,35.8245,10.6346,290.0,4.0,4.0,0.5,0.517,2.0,150620.48,0.3541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,920000.0,https://www.bnb.tn/wp-content/uploads/2022/01/2-58.jpg
16,0.5996,36.819,10.2358,1000.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,1,0,0,0,0,1,0,0,0,0,0,3800.0,https://www.bnb.tn/wp-content/uploads/2023/02/327261037_925331345500316_1724879047849381003_n-300x300.jpg
16,0.4154,36.4561,10.7376,110.0,2.0,4.0,0.5,0.4454,2.0,154974.0,0.3771,1,1,1,0,0,0,0,0,0,0,0,0,0,0,500.0,https://www.bnb.tn/wp-content/uploads/2023/02/thumb_520072_property_xlarge-300x300.jpeg
3,0.3032,36.819,10.2358,300.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,1,1,0,1,0,0,0,0,380000.0,https://www.bnb.tn/wp-content/uploads/2023/02/1-13-300x300.jpg
1,0.1891,35.8245,10.6346,300.0,4.0,4.0,0.5,0.517,2.0,150620.48,0.3541,1,1,0,0,0,0,0,0,0,1,0,0,0,0,750000.0,https://www.bnb.tn/wp-content/uploads/2022/01/2-58.jpg
16,0.5996,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3200000.0,https://www.bnb.tn/wp-content/uploads/2023/02/1-6-300x300.jpg
16,0.5996,35.8245,10.6346,360.0,4.0,4.0,0.5,0.517,2.0,150620.48,0.3541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,690000.0,https://www.bnb.tn/wp-content/uploads/2022/01/2-58.jpg
3,0.3032,36.819,10.2358,300.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,350000.0,https://www.bnb.tn/wp-content/uploads/2023/02/70523547_514586596035782_7362190217316401152_n-300x300.jpg
1,0.0028,36.8665,10.1647,120.0,3.0,4.0,0.5,0.5663,2.0,43985.0,0.3356,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1200.0,https://www.bnb.tn/wp-content/uploads/2023/01/6C923B2A-F631-4AC6-8D99-C63E9D090DC7-300x300.jpeg
16,0.5996,35.8245,10.6346,600.0,4.0,4.0,0.5,0.517,2.0,150620.48,0.3541,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3300000.0,https://www.bnb.tn/wp-content/uploads/2022/01/2-58.jpg
20,0.1333,36.819,10.2358,4000.0,4.0,8.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3000000.0,https://www.bnb.tn/wp-content/uploads/2023/01/FB_IMG_1670840349944-300x300.jpg
16,0.5996,35.8245,10.6346,1000.0,4.0,4.0,0.5,0.517,2.0,150620.48,0.3541,1,1,0,1,0,0,0,0,0,1,0,0,0,0,7500000.0,https://www.bnb.tn/wp-content/uploads/2022/01/2-58.jpg
4,0.2412,37.2744,9.8739,300.0,4.0,4.0,0.5,0.4278,2.0,61540.22,0.3783,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1100.0,https://www.bnb.tn/wp-content/uploads/2023/01/thumb_516018_property_xlarge-300x300.jpeg
16,0.5996,36.819,10.2358,384.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,1,0,0,0,1,0,0,0,0,970000.0,https://www.bnb.tn/wp-content/uploads/2023/01/1-80-300x300.jpg
3,0.3032,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,1,0,0,0,0,0,480000.0,https://www.bnb.tn/wp-content/uploads/2023/01/280260635_775664900510250_3107325862449220962_n-2-300x300.jpg
23,0.0037,36.819,10.1658,300.0,3.0,4.0,0.5,0.6863,2.0,2562.03,0.398,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,https://www.bnb.tn/wp-content/uploads/2023/01/mvl0426_25-300x300.png
20,0.1333,36.819,10.2358,370.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,750000.0,https://www.bnb.tn/wp-content/uploads/2023/01/322229266_3045262972442662_1439020261275865196_n-300x300.jpg
14,0.3353,36.819,10.2358,260.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,520000.0,https://www.bnb.tn/wp-content/uploads/2022/12/317642166_3373094213017980_3505609967538204819_n-300x300.jpg
23,0.0037,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2200000.0,https://www.bnb.tn/wp-content/uploads/2023/01/IMG_20200614_135015-300x300.jpg
1,0.0028,36.8665,10.1647,300.0,4.0,4.0,0.5,0.5663,2.0,43985.0,0.4099,1,1,1,0,1,0,1,1,0,0,0,0,0,0,4850.0,https://www.bnb.tn/wp-content/uploads/2023/01/c62126b4-f142-4229-997b-fb73fa6eec47-300x300.jpg
1,0.0028,36.819,10.2358,1500.0,6.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,1,0,0,0,1,0,0,0,0,0,0,8000.0,https://www.bnb.tn/wp-content/uploads/2023/01/Image00032-3-300x300.jpg
23,0.0041,36.91,10.29,300.0,3.0,4.0,0.5,0.5442,2.0,2562.03,0.3903,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1800.0,https://www.bnb.tn/wp-content/uploads/2023/01/d5f99b43-bee3-45bf-ac60-5821972c9e6e-300x300.jpg
16,0.4154,36.819,10.2358,1399.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2150000.0,https://www.bnb.tn/wp-content/uploads/2023/01/1-40-300x300.jpg
3,0.3032,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,295000.0,https://www.bnb.tn/wp-content/uploads/2023/01/1-34-300x300.jpg
3,0.3032,36.819,10.2358,300.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,1,1,0,1,0,0,0,0,380000.0,https://www.bnb.tn/wp-content/uploads/2023/01/1-32-300x300.jpg
3,0.3032,36.819,10.2358,336.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,1,0,0,0,0,0,480000.0,https://www.bnb.tn/wp-content/uploads/2023/01/280260635_775664900510250_3107325862449220962_n-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.379,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5500.0,https://www.bnb.tn/wp-content/uploads/2023/01/126dd9be-7506-40b1-bbca-88c8e7342308-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.396,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4500.0,https://www.bnb.tn/wp-content/uploads/2023/01/WhatsApp-Image-2020-12-28-at-10.17.52-300x300.jpg
23,0.0041,36.91,10.29,300.0,3.0,4.0,0.5,0.5442,2.0,2562.03,0.3825,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6500.0,https://www.bnb.tn/wp-content/uploads/2023/01/58b1a813-d320-4f25-8a0c-9a2ddcfc10d8-300x300.jpeg
14,0.3353,36.819,10.2358,230.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,420000.0,https://www.bnb.tn/wp-content/uploads/2022/12/316771262_679878760260280_5388946488974065943_n-300x300.jpg
14,0.3353,36.819,10.2358,229.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,480000.0,https://www.bnb.tn/wp-content/uploads/2022/12/317255722_529264432431941_6961077522735963984_n-300x300.jpg
23,0.0041,36.91,10.29,300.0,4.0,4.0,0.5,0.5442,2.0,2562.03,0.3876,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4400.0,https://www.bnb.tn/wp-content/uploads/2023/01/WhatsApp-Image-2023-01-10-at-10.25.23-2-300x300.jpeg
1,0.0028,36.8665,10.1647,300.0,3.0,4.0,0.5,0.5663,2.0,43985.0,0.4123,1,1,1,0,0,0,0,0,0,1,0,0,0,0,2500.0,https://www.bnb.tn/wp-content/uploads/2023/01/bd0e8f7d-f3ab-4214-8c2a-49d1df5f9c2b-300x300.jpeg
23,0.0041,36.91,10.29,200.0,3.0,4.0,0.5,0.5442,2.0,2562.03,0.3869,1,1,1,0,1,0,0,0,0,0,0,0,0,0,5500.0,https://www.bnb.tn/wp-content/uploads/2023/01/ec19fb03-bdb1-4c71-96a8-0c3431eca87c-300x300.jpg
16,0.4154,36.819,10.2358,300.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,1,1,0,1,0,0,0,0,380000.0,https://www.bnb.tn/wp-content/uploads/2023/01/1-19-300x300.jpg
14,0.2986,36.819,10.2358,140.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,450000.0,https://www.bnb.tn/wp-content/uploads/2023/01/image-modifier-1-300x300.jpg
14,0.3353,36.819,10.2358,205.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,375200.0,https://www.bnb.tn/wp-content/uploads/2023/01/WhatsApp-Image-2022-11-16-at-22.27.39-1-300x300.jpeg
20,0.1333,35.8245,10.6346,300.0,2.0,4.0,0.5,0.517,2.0,150620.48,0.4524,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1700.0,https://www.bnb.tn/wp-content/uploads/2023/01/Picture-6673776-1-300x300.jpg
14,0.3353,36.819,10.2358,179.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,380000.0,https://www.bnb.tn/wp-content/uploads/2023/01/WhatsApp-Image-2022-11-16-at-22.26.45-300x300.jpeg
14,0.3353,36.819,10.2358,260.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,880650.0,https://www.bnb.tn/wp-content/uploads/2023/01/WhatsApp-Image-2022-09-23-at-21.27.56-3-300x300.jpeg
14,0.3353,36.819,10.2358,179.0,4.0,3.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,449800.0,https://www.bnb.tn/wp-content/uploads/2023/01/WhatsApp-Image-2022-12-18-at-21.59.33-300x300.jpeg
14,0.3353,36.819,10.2358,250.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,769400.0,https://www.bnb.tn/wp-content/uploads/2023/01/WhatsApp-Image-2022-10-07-at-20.12.07-300x300.jpeg
14,0.3353,36.819,10.2358,280.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,420000.0,https://www.bnb.tn/wp-content/uploads/2022/12/317078487_597247288871432_2617154899362831514_n-300x300.jpg
14,0.3353,36.819,10.2358,220.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,370000.0,https://www.bnb.tn/wp-content/uploads/2022/12/317495481_899553474366787_4279546422498201706_n-300x300.jpg
16,0.4154,36.4561,10.7376,99.0,2.0,4.0,0.5,0.4454,2.0,154974.0,0.3727,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1000.0,https://www.bnb.tn/wp-content/uploads/2022/12/1-28-300x300.jpg
20,0.001,36.819,10.2358,500.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,0,0,0,0,1,0,1,0,0,0,0,2400.0,https://www.bnb.tn/wp-content/uploads/2022/12/IMG_4234-300x300.jpg
23,0.0037,36.819,10.1658,300.0,5.0,4.0,0.5,0.6863,2.0,2562.03,0.3948,1,1,1,0,1,0,0,0,0,0,0,0,0,0,4000.0,https://www.bnb.tn/wp-content/uploads/2022/12/gallery.gallery-579-image-300x300.jpg
1,0.0028,36.8665,10.1647,300.0,5.0,4.0,0.5,0.5663,2.0,43985.0,0.3691,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8500.0,https://www.bnb.tn/wp-content/uploads/2022/12/a1463f22-b5ed-44fe-85f3-88b03ce13229-300x300.jpg
23,0.0037,36.819,10.1658,300.0,4.0,4.0,0.5,0.6863,2.0,2562.03,0.3793,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6000.0,https://www.bnb.tn/wp-content/uploads/2022/12/05542003-54a4-406a-9e54-91c26bb8abd6-2-300x300.jpg
23,1.0,36.844,10.192,150.0,4.0,4.0,0.5,0.3403,2.0,2562.03,0.3814,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2600.0,https://www.bnb.tn/wp-content/uploads/2022/12/L22-051-04-1170x648-1-300x300.jpg
16,0.4154,36.4561,10.7376,300.0,4.0,4.0,0.5,0.4454,2.0,154974.0,0.4102,1,1,1,1,1,0,0,0,0,0,0,0,0,0,650.0,https://www.bnb.tn/wp-content/uploads/2022/12/thumb_490052_property_xlarge-300x300.jpeg
23,0.0041,36.91,10.29,300.0,7.0,4.0,0.5,0.5442,2.0,2562.03,0.3817,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7000.0,https://www.bnb.tn/wp-content/uploads/2022/12/ZVL0356-1-7-300x300.jpg
23,0.0037,36.819,10.1658,300.0,5.0,4.0,0.5,0.6863,2.0,2562.03,0.3805,1,1,1,0,0,0,0,0,0,0,0,0,0,0,5500.0,https://www.bnb.tn/wp-content/uploads/2022/11/2ae93c67-aa9f-4ff8-8e59-7eedd9381542-300x300.jpeg
20,0.1333,36.819,10.2358,630.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1350000.0,https://www.bnb.tn/wp-content/uploads/2022/11/WipeOut23_26_2022_032305.497000-1-300x300.jpg
23,0.0037,36.819,10.2358,300.0,5.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1500000.0,https://www.bnb.tn/wp-content/uploads/2022/11/WhatsApp-Image-2020-12-10-at-14.46.48-14-1-300x300.jpg
20,0.001,35.8245,10.6346,300.0,4.0,4.0,0.5,0.552,2.0,150620.48,0.3741,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2800.0,https://www.bnb.tn/wp-content/uploads/2022/11/IMG_3627-300x300.jpg
23,0.0037,36.819,10.1658,300.0,3.0,4.0,0.5,0.6863,2.0,2562.03,0.3688,1,1,1,0,0,0,0,0,0,0,0,0,0,0,8000.0,https://www.bnb.tn/wp-content/uploads/2022/11/WhatsApp-Image-2022-11-17-at-12.50.32-1-300x300.jpg
16,0.4154,36.819,10.2358,280.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,1,0,0,0,690000.0,https://www.bnb.tn/wp-content/uploads/2022/11/thumb_466945_property_xlarge-300x300.jpeg
16,0.4154,36.819,10.2358,465.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1180000.0,https://www.bnb.tn/wp-content/uploads/2022/11/1-50-300x300.jpg
16,0.5115,36.819,10.2358,289.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1150000.0,https://www.bnb.tn/wp-content/uploads/2022/11/1-41-300x300.jpg
