gouvernorat_enc,ville_enc,lat,lon,surface_m2,score_attractivite,market_tension,prix_region_median,text_embedding_score,nb_images,source_enc,type_transaction,has_vue_mer,has_vue_montagne,prix,image_url
16,0.226,36.4561,10.7376,299.0,0.5,0.4454,154974.0,0.2778,4,0,0,0,0,450000.0,https://www.mubawab-media.com/ad/8/165/395F/h/1000008645_81958171.avif
23,0.1034,36.8,10.1,410.0,0.5,0.2194,110184.0,0.312,1,0,0,0,0,533000.0,https://www.mubawab-media.com/ad/8/165/306F/h/thumb_1114210_property_large_80513734.avif
1,0.1223,36.8665,10.1647,378.0,0.5,0.247,43985.0,0.2714,3,0,0,0,0,284000.0,https://www.mubawab-media.com/ad/8/165/281F/h/att.4vPGa41ThJJucW-Q6peo0YKVvie4O6awF9ncOW7U4m4_80513537.avif
20,0.2524,35.8604,10.5953,450.0,0.5,0.3642,150620.48,0.318,1,0,0,0,0,250000.0,https://www.mubawab-media.com/ad/8/164/905F/h/17504316407398902535557207740812_80509928.avif
23,0.424,36.8094,10.1414,1524.0,0.5,0.3144,2562.03,0.2714,1,0,0,0,0,1219200.0,https://www.mubawab-media.com/ad/8/157/930F/h/Design%20sans%20titre_80437800.avif
3,0.2128,36.7533,10.2283,506.0,0.5,0.2965,114262.5,0.3069,4,0,0,0,0,480700.0,https://www.mubawab-media.com/ad/7/811/621F/h/IMG_01_60684881.avif
1,0.1223,36.8665,10.1647,300.0,0.5,0.247,43985.0,0.2762,1,0,0,0,0,135000.0,https://www.mubawab-media.com/ad/8/164/356F/h/terrain%20a%20vendre%202_80503870.avif
4,0.0826,36.8,10.1,297.0,0.5,0.152,110184.0,0.318,2,0,0,0,0,134000.0,https://www.mubawab-media.com/ad/8/164/347F/h/509180161_728870479662405_8526996816926590817_n_80503811.avif
1,0.1223,36.8665,10.1647,430.0,0.5,0.247,43985.0,0.3164,1,0,0,0,0,350000.0,https://www.mubawab-media.com/ad/8/164/113F/h/14bd17ef-27c4-4560-92e9-7edf40f01f5d_80501439.avif
15,0.3197,35.7643,10.8113,217.0,0.5,0.3655,134734.0,0.314,1,0,0,0,0,369000.0,https://www.mubawab-media.com/ad/8/163/946F/h/IMG_7575_80499604.avif
23,0.3826,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,890000.0,nan
16,0.0915,36.4561,10.7376,300.0,0.5,0.4552,154974.0,0.2762,2,0,0,0,0,240000.0,https://www.mubawab-media.com/ad/8/158/533F/h/Plan%20Terrain_80496197.avif
20,0.2524,35.8604,10.5953,314.0,0.5,0.3642,150620.48,0.281,1,0,0,0,0,638600.0,https://www.mubawab-media.com/ad/8/159/204F/h/d918268e-2f2d-44d0-bfc9-d2370f7a2e03_80860724.avif
3,0.1991,36.7533,10.2283,1500.0,0.5,0.2091,114262.5,0.2794,1,0,0,0,0,1200000.0,https://www.mubawab-media.com/ad/8/163/503F/h/WhatsApp%20Image%202025-06-18%20at%2010.58.01_c1ef87a0_80495329.avif
16,0.0187,36.8,10.1,1000.0,0.5,0.1622,110184.0,0.3184,1,0,0,0,0,75000.0,https://www.mubawab-media.com/ad/8/163/439F/h/Screenshot_2025-06-18-12-03-44-21_80494729.avif
17,0.0826,34.7405,10.7603,1090.0,0.5,0.152,130875.5,0.3188,4,0,0,0,0,250000.0,https://www.mubawab-media.com/ad/8/163/310F/h/Pic1_80493332.avif
4,0.1268,36.8,10.1,120.0,0.5,0.2305,110184.0,0.3208,4,0,0,0,0,90000.0,https://www.mubawab-media.com/ad/8/163/297F/h/photo_00_80493228.avif
17,0.0849,34.7405,10.7603,743.0,0.5,0.3081,130875.5,0.314,3,0,0,0,0,260000.0,https://www.mubawab-media.com/ad/8/163/198F/h/IMG_20250617_213831_80492134.avif
16,0.0915,36.4561,10.7376,330.0,0.5,0.4552,154974.0,0.2702,1,0,0,0,0,148500.0,https://www.mubawab-media.com/ad/8/160/773F/h/1000027617_80467437.avif
1,0.147,36.8665,10.1647,1812.0,0.5,0.1543,43985.0,0.2794,1,0,0,0,0,372000.0,https://www.mubawab-media.com/ad/7/806/221F/h/WhatsApp%20Image%202024-11-11%20at%207.07.56%20PM_79200414.avif
16,0.1422,36.4561,10.7376,57000.0,0.5,0.2383,154974.0,0.3168,4,0,0,0,0,700000.0,https://www.mubawab-media.com/ad/7/985/881F/h/1_78715795.avif
16,0.1268,36.8,10.1,1434.0,0.5,0.1516,110184.0,0.316,4,0,0,0,0,215000.0,https://www.mubawab-media.com/ad/8/162/410F/h/photo_0_80484020.avif
23,0.3826,36.8769,10.3247,1000.0,0.5,0.8015,2562.03,0.2774,1,0,0,0,0,3700000.0,https://www.mubawab-media.com/ad/8/153/500F/h/1000008199_80390485.avif
8,0.1268,36.819,10.2358,165.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,40000000.0,https://www.mubawab-media.com/ad/8/161/669F/h/IMG_3441_80476895.avif
20,0.1122,35.8245,10.6346,312.0,0.5,0.2902,150620.48,0.3176,1,0,0,0,0,105000.0,https://www.mubawab-media.com/ad/8/161/599F/h/ardh1_80476184.avif
20,0.1135,36.8,10.1,3061.0,0.5,0.1536,110184.0,0.277,4,0,0,0,0,135000.0,https://www.mubawab-media.com/ad/7/900/022F/h/WhatsApp%20Image%202024-04-21%20at%2010.47.07%20%281%29_73545874.avif
1,0.147,36.8665,10.1647,4256.0,0.5,0.1543,43985.0,0.3136,4,0,0,0,0,2100000.0,https://www.mubawab-media.com/ad/8/160/529F/h/WhatsApp%20Image%202025-06-13%20%C3%A0%2013.28.22_d9a90b01_80464974.avif
1,0.3067,36.819,10.2358,6700.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,6700000.0,https://www.mubawab-media.com/ad/7/847/571F/h/cbdb7304-39b8-463e-aa72-d9dbe1e173e0_79457854.avif
16,0.0485,36.8,10.1,218.0,0.5,0.2426,110184.0,0.273,4,0,0,0,0,87000.0,https://www.mubawab-media.com/ad/8/160/222F/h/1000000336_80461545.avif
23,0.8456,36.844,10.192,579.0,0.5,0.3403,43985.0,0.288,1,0,0,0,0,2200000.0,https://www.mubawab-media.com/ad/8/159/848F/h/Capture%20d%E2%80%99%C3%A9cran%202025-06-12%20143208_80457603.avif
1,0.3067,36.819,10.2358,8000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,8000000.0,https://www.mubawab-media.com/ad/8/159/664F/h/WhatsApp%20Image%202025-05-17%20at%2010.55.53_80455835.avif
23,0.5149,36.819,10.1658,648.0,0.5,0.6863,2562.03,0.2762,1,0,0,0,0,1200000.0,https://www.mubawab-media.com/ad/8/159/650F/h/WhatsApp%20Image%202025-05-16%20at%2020.16.06_80455712.avif
1,0.1223,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,369000.0,nan
13,0.0915,36.81,10.0972,20000.0,0.5,0.1511,110184.0,0.275,4,0,0,0,0,1200000.0,https://www.mubawab-media.com/ad/8/159/634F/h/WhatsApp%20Image%202025-05-16%20at%2011.30.10_80455640.avif
1,0.3067,36.899,10.2358,3350.0,0.5,0.4235,43985.0,0.312,1,0,0,0,0,2412000.0,https://www.mubawab-media.com/ad/8/159/603F/h/Capture_80455462.avif
23,0.3826,36.8769,10.3247,775.0,0.5,0.8015,2562.03,0.2754,1,0,0,0,0,1000000.0,https://www.mubawab-media.com/ad/8/159/487F/h/thumb_1106621_property_xlarge_80453984.avif
1,0.1223,36.8665,10.1647,600.0,0.5,0.247,43985.0,0.3096,1,0,0,0,0,250000.0,https://www.mubawab-media.com/ad/8/129/560F/h/d14d1ad0-08ab-4ce4-9520-26fcaee17540_80142995.avif
20,0.1135,36.8,10.1,280.0,0.5,0.1536,110184.0,0.2706,3,0,0,0,0,60000.0,https://www.mubawab-media.com/ad/8/158/177F/h/PLAN%20DE%20VENTE_page-0001_80451278.avif
1,0.3078,36.8665,10.1647,388.0,0.5,0.5305,43985.0,0.3108,4,0,0,0,0,698000.0,https://www.mubawab-media.com/ad/8/150/237F/h/PIC-1_80349762.avif
1,0.086,36.8,10.1,1000.0,0.5,0.1506,110184.0,0.318,1,0,0,0,0,200000.0,https://www.mubawab-media.com/ad/8/157/945F/h/terrain%20a%20vendre%202_80438017.avif
16,0.1422,36.4561,10.7376,278.0,0.5,0.2383,154974.0,0.2706,2,0,0,0,0,120000.0,https://www.mubawab-media.com/ad/8/157/755F/h/22876acf-ebe6-415e-a95b-f04e4ea28d4f-w1000__80435924.avif
4,0.2943,36.8,10.1,7966.0,0.5,0.1507,110184.0,0.2722,1,0,0,0,0,300000.0,https://www.mubawab-media.com/ad/8/157/379F/h/lotissement%20utique%2007.06.2025_page-0001_80432882.avif
1,0.1091,36.8,10.1,4000.0,0.5,0.1516,110184.0,0.2714,1,0,0,0,0,520000.0,https://www.mubawab-media.com/ad/8/157/191F/h/Slide1_80430965.avif
23,0.3164,36.8,10.1,388.0,0.5,0.2562,110184.0,0.3164,1,0,0,0,0,350000.0,https://www.mubawab-media.com/ad/7/912/632F/h/TERRAIN%20A%20VENDRE%20A%20BELLEVUE_79428442.avif
1,0.1223,36.8665,10.1647,282.0,0.5,0.247,43985.0,0.3184,2,0,0,0,0,250000.0,https://www.mubawab-media.com/ad/8/091/654F/h/1000003708_80356310.avif
23,0.3826,36.8769,10.3247,6400.0,0.5,0.8015,2562.03,0.2856,1,0,0,0,0,3000000.0,https://www.mubawab-media.com/ad/8/155/992F/h/photo_0_80418330.avif
23,0.1034,36.8,10.1,516.0,0.5,0.2194,110184.0,0.3112,2,0,0,0,0,232000.0,https://www.mubawab-media.com/ad/8/155/937F/h/thumb_1104994_property_large_80417542.avif
4,0.0826,36.8,10.1,210.0,0.5,0.152,110184.0,0.3148,4,0,0,0,0,95000.0,https://www.mubawab-media.com/ad/8/155/744F/h/3%20%282%29_80415436.avif
1,0.0871,36.8665,10.1647,420.0,0.5,0.2426,43985.0,0.2714,1,0,0,0,0,210000.0,https://www.mubawab-media.com/ad/8/154/345F/h/A%20Vendre_80399693.avif
3,0.2128,36.7533,10.2283,1060.0,0.5,0.2965,114262.5,0.3196,4,0,0,0,0,920000.0,https://www.mubawab-media.com/ad/8/155/023F/h/entree%20porte_80408010.avif
16,0.0915,36.4561,10.7376,300.0,0.5,0.4552,154974.0,0.3164,1,0,0,0,0,36000.0,https://www.mubawab-media.com/ad/8/066/545F/h/29_79522292.avif
23,0.3826,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,890000.0,nan
20,0.2458,36.8,10.1,360.0,0.5,0.2047,110184.0,0.3112,2,0,0,0,0,432000.0,https://www.mubawab-media.com/ad/8/153/542F/h/1_80390870.avif
1,0.147,36.8665,10.1647,222.0,0.5,0.1543,43985.0,0.2746,1,0,0,0,0,55500.0,https://www.mubawab-media.com/ad/8/142/352F/h/Affiche%20terrains%20%C3%A0%20vendre%20immobilier%20vert%20%281%29_80272518.avif
20,0.1122,35.8245,10.6346,740.0,0.5,0.2902,150620.48,0.2706,3,0,0,0,0,352000.0,https://www.mubawab-media.com/ad/8/153/884F/h/20250531_183509_80394777.avif
20,0.1122,35.8245,10.6346,320.0,0.5,0.2902,150620.48,0.2718,2,0,0,0,0,208000.0,https://www.mubawab-media.com/ad/8/153/502F/h/7_80390474.avif
1,0.3078,36.8665,10.1647,536.0,0.5,0.5305,43985.0,0.2911,1,0,0,0,0,804000.0,https://www.mubawab-media.com/ad/8/095/188F/h/1737473281489_79799914.avif
1,0.3067,36.899,10.2358,1167.0,0.5,0.4235,43985.0,0.3033,1,0,0,0,0,1800000.0,https://www.mubawab-media.com/ad/8/102/837F/h/thumb_1029737_property_large_79874132.avif
1,0.0871,36.8665,10.1647,200.0,0.5,0.2426,43985.0,0.2706,1,0,0,0,0,90000.0,https://www.mubawab-media.com/ad/8/137/701F/h/photo_0_80225732.avif
23,0.1034,36.819,10.2358,418.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,230000.0,nan
20,0.0789,36.8,10.1,303.0,0.5,0.152,110184.0,0.2762,1,0,0,0,0,90900.0,https://www.mubawab-media.com/ad/8/111/351F/h/Affiche%20terrains%20%C3%A0%20vendre%20immobilier%20vert_79958029.avif
3,0.2128,36.819,10.2358,9800.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,5880000.0,https://www.mubawab-media.com/ad/8/110/299F/h/481663061_1986538901752906_5460704414312077764_n_79947508.avif
15,0.1268,35.7643,10.8113,523.0,0.5,0.1508,134734.0,0.2754,4,0,0,0,0,200000.0,https://www.mubawab-media.com/ad/8/152/236F/h/IMG_7109_80370180.avif
4,0.149,36.8,10.1,352.0,0.5,0.2697,110184.0,0.318,4,0,0,0,0,158400.0,https://www.mubawab-media.com/ad/7/871/641F/h/418771661_921091292760517_154547686867874358_n_68889916.avif
4,0.2943,36.8,10.1,30000.0,0.5,0.1507,110184.0,0.2794,1,0,0,0,0,420000.0,https://www.mubawab-media.com/ad/8/105/236F/h/Orange%20and%20Green%20Modern%20Real%20Estate%20Social%20Media%20Post%20%2810%29_79975115.avif
4,0.149,36.8,10.1,706.0,0.5,0.2697,110184.0,0.3164,1,0,0,0,0,564800.0,https://www.mubawab-media.com/ad/8/065/184F/h/Rouge%20Blanc%20Photo%20Illustration%20Moderne%20Ev%C3%A9nement%20de%20Vente%20Entreprise%20Immobilier%20Affiche%20Poster%20%281%29%20-%20Copie_79508243.avif
4,0.1139,37.2744,9.8739,422.0,0.5,0.4278,61540.22,0.316,1,0,0,0,0,126600.0,https://www.mubawab-media.com/ad/7/711/075F/h/307883244_5929988040347200_1169536408259264485_n_48618490.avif
4,0.149,36.8,10.1,702.0,0.5,0.2697,110184.0,0.277,1,0,0,0,0,351000.0,https://www.mubawab-media.com/ad/8/113/876F/h/484741469_1046404154184079_4880369609201981209_n_79983296.avif
4,0.149,36.8,10.1,600.0,0.5,0.2697,110184.0,0.318,1,0,0,0,0,390000.0,https://www.mubawab-media.com/ad/8/065/174F/h/470470670_985994976891664_4837323170104264658_n%20-%20Copie_79508184.avif
4,0.0564,36.8,10.1,760.0,0.5,0.2007,110184.0,0.3188,1,0,0,0,0,171000.0,https://www.mubawab-media.com/ad/8/126/620F/h/EDF%20bizerte%20%282%29_80114147.avif
1,0.1223,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,309900.0,nan
20,0.1135,36.8,10.1,2865.0,0.5,0.1536,110184.0,0.3049,1,0,0,0,0,186000.0,https://www.mubawab-media.com/ad/8/151/580F/h/terrain_80363468.avif
16,0.0915,36.4561,10.7376,495.0,0.5,0.4552,154974.0,0.3152,4,0,0,0,0,95000.0,https://www.mubawab-media.com/ad/7/724/460F/h/3E1D05BF-048C-4099-BE45-2B88A2B4A440_50173836.avif
17,0.0826,34.7405,10.7603,4130.0,0.5,0.152,130875.5,0.2834,2,0,0,0,0,180000.0,https://www.mubawab-media.com/ad/8/145/004F/h/image_terrain_2025_02_80298636.avif
4,0.149,36.8,10.1,468.0,0.5,0.2697,110184.0,0.2782,1,0,0,0,0,865800.0,https://www.mubawab-media.com/ad/8/009/650F/h/EDF%20Ariena_78960487.avif
20,0.2072,35.8245,10.6346,544.0,0.5,0.517,150620.48,0.2802,1,0,0,0,0,544000.0,https://www.mubawab-media.com/ad/8/105/429F/h/gallery_79899285.avif
1,0.3067,36.899,10.2358,521.0,0.5,0.4235,43985.0,0.314,1,0,0,0,0,365000.0,https://www.mubawab-media.com/ad/8/124/435F/h/thumb_1028150_property_xlarge_80091619.avif
1,0.3067,36.899,10.2358,546.0,0.5,0.4235,43985.0,0.2742,4,0,0,0,0,682500.0,https://www.mubawab-media.com/ad/8/015/895F/h/1000039239_79023569.avif
1,0.3067,36.899,10.2358,450.0,0.5,0.4235,43985.0,0.3148,1,0,0,0,0,390000.0,https://www.mubawab-media.com/ad/8/143/393F/h/Affiche%20terrain%20%C3%A0%20vendre%20moderne%20violet_80282188.avif
1,0.3067,36.899,10.2358,900.0,0.5,0.4235,43985.0,0.275,1,0,0,0,0,480000.0,https://www.mubawab-media.com/ad/8/149/809F/h/IMG_1927_80345333.avif
1,0.3078,36.8665,10.1647,420.0,0.5,0.5305,43985.0,0.3188,1,0,0,0,0,1400000.0,https://www.mubawab-media.com/ad/8/149/794F/h/IMG_1918_80345210.avif
23,1.0,36.8528,10.3247,400.0,0.5,0.5388,2562.03,0.3041,1,0,0,0,0,6250.0,https://www.mubawab-media.com/ad/8/149/797F/h/terrain_80345229.avif
1,0.1091,36.8,10.1,12000.0,0.5,0.1516,110184.0,0.3192,4,0,0,0,0,120000.0,https://www.mubawab-media.com/ad/8/149/696F/h/photo_00_80344169.avif
15,0.1268,36.8,10.1,17000.0,0.5,0.1507,110184.0,0.279,3,0,0,0,0,3300000.0,https://www.mubawab-media.com/ad/8/149/431F/h/IMG_20251217_181553_81647874.avif
23,0.4928,36.8,10.1,7000.0,0.5,0.1812,110184.0,0.3156,4,0,0,0,0,1000000.0,https://www.mubawab-media.com/ad/8/095/831F/h/1000009464_79906535.avif
12,0.0573,35.5047,11.0622,1537.0,0.5,0.2237,1278.45,0.2778,2,0,0,0,0,1700000.0,https://www.mubawab-media.com/ad/8/148/519F/h/gallery_80332875.avif
20,0.1135,36.8,10.1,4800.0,0.5,0.1536,110184.0,0.2754,1,0,0,0,0,380000.0,https://www.mubawab-media.com/ad/8/148/454F/h/photo_0_80332225.avif
23,0.3826,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,890000.0,nan
16,0.0496,36.8,10.1,314.0,0.5,0.2091,110184.0,0.3196,4,0,0,0,0,75000.0,https://www.mubawab-media.com/ad/8/147/466F/h/Capture%20d%E2%80%99%C3%A9cran%202025-05-22%20103838_80322696.avif
4,0.0826,36.8,10.1,1000.0,0.5,0.152,110184.0,0.3136,1,0,0,0,0,220000.0,https://www.mubawab-media.com/ad/8/147/344F/h/Screenshot_2025-05-17-11-17-00-50_a23b203fd3aafc6dcb84e438dda678b6_80321365.avif
16,0.1466,36.8,10.1,222.0,0.5,0.1884,110184.0,0.2706,3,0,0,0,0,150000.0,https://www.mubawab-media.com/ad/8/147/299F/h/1000003836_80321012.avif
23,0.1034,36.8,10.1,372.0,0.5,0.2194,110184.0,0.3148,4,0,0,0,0,250000.0,https://www.mubawab-media.com/ad/8/146/485F/h/Messenger_creation_24C0E4BC-8F86-40CC-B978-9EC5718F54E4_80312572.avif
13,0.1704,36.819,10.2358,100000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,900000.0,https://www.mubawab-media.com/ad/8/144/506F/h/Affiche%20A3%20promoteur%20recherche%20terrains%20constructibles_80293447.avif
1,0.3067,36.899,10.2358,480.0,0.5,0.4235,43985.0,0.3152,1,0,0,0,0,360000.0,https://www.mubawab-media.com/ad/8/145/502F/h/Affiche%20terrains%20%C3%A0%20vendre%20immobilier%20vert_80303175.avif
23,0.1034,36.8,10.1,1816.0,0.5,0.2194,110184.0,0.3116,1,0,0,0,0,1450000.0,https://www.mubawab-media.com/ad/8/146/381F/h/thumb_1032919_property_large_80311586.avif
20,0.2807,36.8,10.1,694.0,0.5,0.2689,110184.0,0.3156,1,0,0,0,0,800000.0,https://www.mubawab-media.com/ad/8/146/334F/h/ter4_80311389.avif
16,0.0485,36.8,10.1,666.0,0.5,0.2426,110184.0,0.2746,3,0,0,0,0,550000.0,https://www.mubawab-media.com/ad/8/146/338F/h/FB_IMG_1747750857468_80311317.avif
12,0.0573,35.5047,11.0622,350.0,0.5,0.2237,1278.45,0.2754,3,0,0,0,0,245000.0,https://www.mubawab-media.com/ad/8/145/195F/h/1000065481_80300197.avif
16,0.0915,36.4561,10.7376,675.0,0.5,0.4552,154974.0,0.3132,4,0,0,0,0,84500.0,https://www.mubawab-media.com/ad/8/090/429F/h/IMG_3735_79754553.avif
15,0.1268,36.8,10.1,700.0,0.5,0.3905,110184.0,0.3188,3,0,0,0,0,77000.0,https://www.mubawab-media.com/ad/8/144/113F/h/011c14e9-4528-4f16-acb9-d083621889c8_80289567.avif
16,0.0915,36.4561,10.7376,252.0,0.5,0.4552,154974.0,0.3132,4,0,0,0,0,20001.0,https://www.mubawab-media.com/ad/8/027/486F/h/480923746_641320845073598_4567870988689635935_n_80285884.avif
23,0.3826,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,240000.0,nan
16,0.0915,36.4561,10.7376,310.0,0.5,0.4552,154974.0,0.3132,4,0,0,0,0,24500.0,https://www.mubawab-media.com/ad/8/022/309F/h/WhatsApp%20Image%202024-10-19%20at%2013.17.16_1ebcb775_79084824.avif
18,0.1268,36.819,10.2358,160000.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,320000.0,https://www.mubawab-media.com/ad/8/143/542F/h/IMG_20240403_143334_80283594.avif
1,0.147,36.8665,10.1647,1500.0,0.5,0.1543,43985.0,0.273,4,0,0,0,0,1200000.0,https://www.mubawab-media.com/ad/8/143/116F/h/1000006781_80282459.avif
21,0.1268,32.9211,10.4519,7076.0,0.5,0.1503,145310.14,0.318,1,0,0,0,0,707600.0,https://www.mubawab-media.com/ad/8/143/375F/h/Capture%20d%E2%80%99e%CC%81cran%202025-05-15%20a%CC%80%204.56.59%E2%80%AFPM_80282067.avif
20,0.1091,36.8,10.1,2109.0,0.5,0.1525,110184.0,0.3128,4,0,0,0,0,150000.0,https://www.mubawab-media.com/ad/8/142/854F/h/1000059394_80276896.avif
16,0.226,36.4561,10.7376,9271.0,0.5,0.4454,154974.0,0.2786,1,0,0,0,0,550000.0,https://www.mubawab-media.com/ad/8/142/482F/h/QS7SIc1qZnbHKrN0_80273407.avif
23,0.8456,36.844,10.192,912.0,0.5,0.3403,43985.0,0.3184,2,0,0,0,0,2100000.0,https://www.mubawab-media.com/ad/8/142/436F/h/photo_00_80272955.avif
16,0.226,36.4561,10.7376,568.0,0.5,0.4454,154974.0,0.322,4,0,0,0,0,2500000.0,https://www.mubawab-media.com/ad/8/138/424F/h/28039-4_80232932.avif
13,0.139,36.8,10.1,300.0,0.5,0.2875,110184.0,0.3253,4,0,0,0,0,255000.0,https://www.mubawab-media.com/ad/7/953/073F/h/IMG_20240621_133150_408_78297793.avif
1,0.0871,36.8665,10.1647,165.0,0.5,0.2426,43985.0,0.2786,2,0,0,0,0,363000.0,https://www.mubawab-media.com/ad/8/141/907F/h/terrain-2_80267579.avif
2,0.1885,36.7256,9.1817,360.0,0.5,0.3114,144747.28,0.3168,4,0,0,0,0,30000.0,https://www.mubawab-media.com/ad/8/141/616F/h/photo_00_80264845.avif
23,0.5149,36.819,10.1658,1000.0,0.5,0.6863,2562.03,0.2782,1,0,0,0,0,3000000.0,https://www.mubawab-media.com/ad/8/141/163F/h/TERRAIN%20ATTOUN%20KHLIPHA_80261106.avif
23,0.1484,36.8,10.1,573.0,0.5,0.3155,110184.0,0.2742,2,0,0,0,0,688000.0,https://www.mubawab-media.com/ad/8/141/072F/h/terrain%20Mourouj_80260271.avif
16,0.0915,36.4561,10.7376,760.0,0.5,0.4552,154974.0,0.2742,4,0,0,0,0,1026000.0,https://www.mubawab-media.com/ad/8/140/692F/h/thumb_1084788_property_large_80256258.avif
23,0.424,36.8094,10.1414,459.0,0.5,0.3144,2562.03,0.3188,4,0,0,0,0,1515000.0,https://www.mubawab-media.com/ad/8/137/229F/h/WhatsApp%20Image%202025-05-06%20%C3%A0%2012.45.11_b7979708_80221077.avif
1,0.3067,36.899,10.2358,430.0,0.5,0.4235,43985.0,0.2782,1,0,0,0,0,473000.0,https://www.mubawab-media.com/ad/8/087/141F/h/terrain%20%C3%A0%20vendre_79744879.avif
1,0.3078,36.8665,10.1647,1000.0,0.5,0.5305,43985.0,0.3265,1,0,0,0,0,750000.0,https://www.mubawab-media.com/ad/8/137/110F/h/TERRAIN%20TYPIQUE%20%284%29_80219840.avif
16,0.0485,36.8,10.1,446.0,0.5,0.2426,110184.0,0.271,4,0,0,0,0,57000.0,https://www.mubawab-media.com/ad/8/140/499F/h/8bec7d58-ca23-4c35-b4f0-55dd069147ea-1_all_1023_80254524.avif
1,0.3067,36.899,10.2358,2250.0,0.5,0.4235,43985.0,0.2718,4,0,0,0,0,450000.0,https://www.mubawab-media.com/ad/8/140/399F/h/Capture%20d%E2%80%99%C3%A9cran%202025-05-11%20181748_80253483.avif
12,0.1268,35.5047,11.0622,2018.0,0.5,0.4425,1278.45,0.3152,4,0,0,0,0,322880.0,https://www.mubawab-media.com/ad/8/140/381F/h/Design%20sans%20titre-10_80253340.avif
7,0.076,36.5011,8.7757,950.0,0.5,0.2519,152144.23,0.3168,4,0,0,0,0,190000.0,https://www.mubawab-media.com/ad/8/140/211F/h/Photo%20Terrain%20Slaimia%20Ext.%20_80251697.avif
23,0.14,36.8,10.1,100.0,0.5,0.2172,110184.0,0.2782,1,0,0,0,0,80000.0,https://www.mubawab-media.com/ad/8/140/126F/h/IMG_3257_80250658.avif
23,0.2657,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,635000.0,nan
15,0.1223,36.8,10.1,1686.0,0.5,0.2178,110184.0,0.314,1,0,0,0,0,960000.0,https://www.mubawab-media.com/ad/8/110/345F/h/TERRAIN%20BEKALTA_79948051.avif
3,0.2128,36.7533,10.2283,279.0,0.5,0.2965,114262.5,0.2774,1,0,0,0,0,200000.0,https://www.mubawab-media.com/ad/8/140/044F/h/f3dd03d5-61b0-4363-956c-aa915eab817b_80249903.avif
12,0.1135,36.8,10.1,360.0,0.5,0.1779,110184.0,0.2714,1,0,0,0,0,205000.0,https://www.mubawab-media.com/ad/8/127/188F/h/terrain-a-vendre-2-1_80119698.avif
12,0.1135,36.8,10.1,304.0,0.5,0.1779,110184.0,0.2714,1,0,0,0,0,159000.0,https://www.mubawab-media.com/ad/8/127/186F/h/istockphoto-1148812518-612x612_80119697.avif
4,0.0628,36.8,10.1,276.0,0.5,0.1627,110184.0,0.3136,1,0,0,0,0,105000.0,https://www.mubawab-media.com/ad/8/138/714F/h/edf_80236889.avif
16,0.0915,36.4561,10.7376,2000.0,0.5,0.4552,154974.0,0.331,1,0,0,0,0,470000.0,https://www.mubawab-media.com/ad/8/138/549F/h/IMG-20250505-WA0021_80234148.avif
16,0.0915,36.4561,10.7376,639.0,0.5,0.4552,154974.0,0.2794,1,0,0,0,0,1182150.0,https://www.mubawab-media.com/ad/8/128/977F/h/Affiche%20Promotion%20de%20produit%20Moderne%20Vert%20et%20Blanc%20%281%29_80137088.avif
23,0.0721,36.8,10.1,280.0,0.5,0.151,110184.0,0.2778,2,0,0,0,0,185000.0,https://www.mubawab-media.com/ad/8/137/927F/h/774387_20250126_224129_80227794.avif
12,0.1135,36.8,10.1,419.0,0.5,0.1779,110184.0,0.2714,1,0,0,0,0,251000.0,https://www.mubawab-media.com/ad/8/126/182F/h/vente-terrain_80109206.avif
23,0.1034,36.8,10.1,400.0,0.5,0.2194,110184.0,0.2758,4,0,0,0,0,260000.0,https://www.mubawab-media.com/ad/8/137/470F/h/20170820_153739_80223324.avif
16,0.226,36.4561,10.7376,2500.0,0.5,0.4454,154974.0,0.2734,4,0,0,0,0,220000.0,https://www.mubawab-media.com/ad/8/137/400F/h/63169bf2-a83e-4231-a758-b6832d8795c1_80222595.avif
12,0.1135,36.8,10.1,401.0,0.5,0.1779,110184.0,0.2714,1,0,0,0,0,204000.0,https://www.mubawab-media.com/ad/8/100/069F/h/1_79846254.avif
16,0.0915,36.4561,10.7376,403.0,0.5,0.4552,154974.0,0.3037,1,0,0,0,0,32000.0,https://www.mubawab-media.com/ad/8/098/634F/h/494289622_691797093359306_1271288317364533828_n_80212678.avif
