gouvernorat_enc,ville_enc,lat,lon,surface_m2,nb_pieces,nb_chambres,score_attractivite,market_tension,cycle_marche,prix_region_median,text_embedding_score,nb_images,source_enc,prix,image_url,images,type_bien,type_transaction,has_ascenseur,has_meuble,has_terrasse,has_piscine,has_vue_mer,has_garage,has_securite,has_climatisation,has_chauffage,has_cuisine_equip,has_double_vitrage,has_porte_blindee,has_concierge,has_jardin,has_standing,has_vue_montagne,has_cheminee,etat_score,etat_prob_renove,standing_score,standing_prob_luxe
23,0.0047,36.91,10.29,121.0,5.0,2.0,0.5,0.5442,2.0,2562.03,0.3853,1,1,7500.0,https://www.bnb.tn/wp-content/uploads/2025/06/2-4-300x300.png,https://www.bnb.tn/wp-content/uploads/2025/06/2-4-300x300.png,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5171,3,0.3578
23,0.0025,36.819,10.1658,121.0,1.0,2.0,0.5,0.5649,2.0,2562.03,0.4042,1,1,2000.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-19-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/06/1-19-300x300.jpeg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6876,2,0.3493
23,0.0025,36.8769,10.3247,121.0,2.0,2.0,0.5,0.8015,2.0,2562.03,0.3982,1,1,2500.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-37-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/06/1-37-300x300.jpg,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5935,2,0.3568
1,0.0012,36.8665,10.1647,121.0,3.0,2.0,0.5,0.5663,2.0,43985.0,0.3888,1,1,1800.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-10-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/06/1-10-300x300.jpeg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6156,3,0.3555
1,0.0012,36.8665,10.1647,121.0,2.0,2.0,0.5,0.5663,2.0,43985.0,0.3934,1,1,1650.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-5-300x300.png,https://www.bnb.tn/wp-content/uploads/2025/06/1-5-300x300.png,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5447,3,0.3576
23,0.0025,36.8769,10.3247,121.0,4.0,2.0,0.5,0.8015,2.0,2562.03,0.3849,1,1,1900.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-32-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/06/1-32-300x300.jpg,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.673,3,0.4132
23,0.0009,36.844,10.3247,198.0,3.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,1,1,580000.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-30-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/06/1-30-300x300.jpg,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5817,2,0.346
23,0.0025,36.8769,10.3247,121.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.382,1,1,3000.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-28-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/06/1-28-300x300.jpg,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5276,2,0.3222
23,0.0009,36.819,10.1658,121.0,1.0,2.0,0.5,0.5572,2.0,2562.03,0.3778,1,1,1500.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-24-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/06/1-24-300x300.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.612,2,0.3394
23,0.0016,36.844,10.3247,90.0,2.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,1,1,630000.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-22-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/06/1-22-300x300.jpg,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.7079,3,0.393
3,0.1975,36.844,10.3247,800.0,3.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,1,1,1500000.0,https://www.bnb.tn/wp-content/uploads/2025/06/Image-10-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/06/Image-10-300x300.jpg,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.601,3,0.3881
23,0.0047,36.844,10.3247,300.0,5.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,1,1,8500.0,https://www.bnb.tn/wp-content/uploads/2025/06/1.1-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/06/1.1-300x300.jpg,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6429,2,0.3729
23,0.0009,36.819,10.1658,121.0,3.0,2.0,0.5,0.5572,2.0,2562.03,0.3771,1,1,1800.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-7-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/06/1-7-300x300.jpeg,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5831,2,0.3273
23,0.0009,36.844,10.3247,160.0,2.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,1,1,460000.0,https://www.bnb.tn/wp-content/uploads/2025/06/7-8-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/06/7-8-300x300.jpg,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6572,2,0.3672
23,0.0016,36.819,10.1658,121.0,3.0,2.0,0.5,0.5674,2.0,2562.03,0.3984,1,1,2000.0,https://www.bnb.tn/wp-content/uploads/2025/06/6-8-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/06/6-8-300x300.jpg,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6611,2,0.3404
1,0.0012,36.844,10.3247,214.0,3.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,1,1,630000.0,https://www.bnb.tn/wp-content/uploads/2025/06/4-1-300x300.png,https://www.bnb.tn/wp-content/uploads/2025/06/4-1-300x300.png,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6022,3,0.3646
23,0.0022,36.8528,10.3247,170.0,3.0,2.0,0.5,0.5388,2.0,2562.03,0.3724,1,1,2500.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-4-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/06/1-4-300x300.jpeg,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.65,2,0.3554
23,0.0016,36.844,10.3247,180.0,3.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,1,1,620000.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-8-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/06/1-8-300x300.jpg,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5967,2,0.3551
23,0.0022,36.844,10.3247,420.0,3.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,1,1,14000.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-4-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/06/1-4-300x300.jpg,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5531,3,0.3568
23,0.0016,36.844,10.3247,157.0,3.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,1,1,740000.0,https://www.bnb.tn/wp-content/uploads/2025/06/10-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/06/10-300x300.jpeg,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.7015,3,0.3668
23,0.0016,36.819,10.1658,140.0,2.0,2.0,0.5,0.5674,2.0,2562.03,0.431,1,1,2500.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-300x300.png,https://www.bnb.tn/wp-content/uploads/2025/06/1-300x300.png,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5492,2,0.3432
23,0.0016,36.844,10.3247,210.0,3.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,1,1,920000.0,https://www.bnb.tn/wp-content/uploads/2025/06/2-1-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/06/2-1-300x300.jpg,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5843,2,0.3483
1,0.0012,36.8665,10.1647,121.0,3.0,2.0,0.5,0.5663,2.0,43985.0,0.3892,1,1,1750.0,https://www.bnb.tn/wp-content/uploads/2025/06/1-2-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/06/1-2-300x300.jpg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5966,3,0.3623
23,0.0047,36.91,10.29,250.0,3.0,2.0,0.5,0.5442,2.0,2562.03,0.4053,1,1,4000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-8-300x300.png,https://www.bnb.tn/wp-content/uploads/2025/05/1-8-300x300.png,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.66,2,0.3584
23,0.0016,36.844,10.3247,139.0,2.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,1,1,495000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-110-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-110-300x300.jpeg,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5955,3,0.3698
23,0.0025,36.8769,10.3247,121.0,0.0,2.0,0.5,0.8015,2.0,2562.03,0.3954,1,1,1400.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-127-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-127-300x300.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6718,2,0.3437
23,0.0025,36.8769,10.3247,121.0,2.0,2.0,0.5,0.8015,2.0,2562.03,0.3857,1,1,1900.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-108-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-108-300x300.jpeg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.694,2,0.3595
23,0.0047,36.91,10.29,121.0,2.0,2.0,0.5,0.5442,2.0,2562.03,0.4371,1,1,4000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-119-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-119-300x300.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.5885,2,0.3541
23,0.0025,36.819,10.1658,300.0,5.0,2.0,0.5,0.5649,2.0,2562.03,0.3959,1,1,6000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-116-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-116-300x300.jpg,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6138,2,0.3535
23,0.0016,36.819,10.1658,121.0,2.0,2.0,0.5,0.5674,2.0,2562.03,0.416,1,1,2300.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-111-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-111-300x300.jpg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.617,2,0.3633
23,0.0009,36.819,10.1658,140.0,2.0,2.0,0.5,0.5572,2.0,2562.03,0.384,1,1,1500.0,https://www.bnb.tn/wp-content/uploads/2025/05/5-45-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/5-45-300x300.jpeg,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6775,2,0.3558
23,0.0009,36.819,10.1658,112.0,2.0,2.0,0.5,0.5572,2.0,2562.03,0.384,1,1,1200.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-103-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-103-300x300.jpeg,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6522,2,0.3494
1,0.0012,36.8665,10.1647,70.0,1.0,2.0,0.5,0.5663,2.0,43985.0,0.3866,1,1,1450.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-103-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-103-300x300.jpg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5522,3,0.3631
23,0.0017,36.819,10.1658,130.0,3.0,2.0,0.5,0.5524,2.0,2562.03,0.4125,1,1,1100.0,https://www.bnb.tn/wp-content/uploads/2025/05/resize-image-300x300.png,https://www.bnb.tn/wp-content/uploads/2025/05/resize-image-300x300.png,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.5643,2,0.3328
23,0.0016,36.819,10.1658,121.0,1.0,2.0,0.5,0.5674,2.0,2562.03,0.3964,1,1,1750.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-101-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-101-300x300.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.7595,3,0.3881
23,0.0016,36.819,10.1658,145.0,2.0,2.0,0.5,0.5674,2.0,2562.03,0.4183,1,1,2100.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-97-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-97-300x300.jpg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5874,2,0.3352
23,0.0007,36.8451,10.2272,121.0,4.0,2.0,0.5,0.4448,2.0,2562.03,0.3926,1,1,2000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-99-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-99-300x300.jpeg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6511,2,0.3606
1,0.0012,36.8665,10.1647,121.0,2.0,2.0,0.5,0.5663,2.0,43985.0,0.394,1,1,1250.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-97-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-97-300x300.jpeg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.629,2,0.3516
23,0.0035,36.819,10.1658,121.0,3.0,2.0,0.5,0.6863,2.0,2562.03,0.3886,1,1,2600.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-90-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/04/1-90-300x300.jpg,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4912,3,0.3558
23,0.0035,36.819,10.1658,121.0,3.0,2.0,0.5,0.6863,2.0,2562.03,0.3871,1,1,1200.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-111-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/04/1-111-300x300.jpeg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6041,2,0.3508
23,0.0035,36.819,10.1658,121.0,2.0,2.0,0.5,0.6863,2.0,2562.03,0.3859,1,1,3500.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-103-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/04/1-103-300x300.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6083,2,0.3564
23,0.0035,36.819,10.1658,121.0,2.0,2.0,0.5,0.6863,2.0,2562.03,0.3761,1,1,1500.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-300x300.jpeg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5531,2,0.3474
23,0.0009,36.819,10.1658,121.0,4.0,2.0,0.5,0.5572,2.0,2562.03,0.3971,1,1,1400.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-95-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-95-300x300.jpg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6248,2,0.3549
23,0.0009,36.819,10.1658,121.0,1.0,2.0,0.5,0.5572,2.0,2562.03,0.39,1,1,1800.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-93-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-93-300x300.jpg,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6359,2,0.363
23,0.0016,36.819,10.1658,200.0,3.0,2.0,0.5,0.5674,2.0,2562.03,0.4407,1,1,4000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-91-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-91-300x300.jpg,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0.6583,3,0.3919
23,0.0009,36.844,10.3247,60.0,1.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,1,1,265000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-95-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-95-300x300.jpeg,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6043,2,0.3589
1,0.0012,36.8665,10.1647,121.0,0.0,2.0,0.5,0.5663,2.0,43985.0,0.3796,1,1,1100.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-89-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-89-300x300.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7415,3,0.3777
23,0.0016,36.819,10.1658,121.0,3.0,2.0,0.5,0.5674,2.0,2562.03,0.4178,1,1,2500.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-91-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-91-300x300.jpeg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6302,2,0.3697
23,0.0016,36.819,10.1658,45.0,1.0,2.0,0.5,0.5674,2.0,2562.03,0.4164,1,1,1700.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-83-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-83-300x300.jpeg,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.7054,2,0.3596
23,0.0025,36.8769,10.3247,121.0,2.0,2.0,0.5,0.8015,2.0,2562.03,0.4004,1,1,2500.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-87-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-87-300x300.jpg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6616,2,0.3289
23,0.0009,36.819,10.1658,121.0,2.0,2.0,0.5,0.5572,2.0,2562.03,0.3804,1,1,2500.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-81-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-81-300x300.jpeg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6583,2,0.3497
23,0.0016,36.819,10.1658,121.0,3.0,2.0,0.5,0.5674,2.0,2562.03,0.4245,1,1,2500.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-39-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-39-300x300.jpeg,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6459,3,0.3799
23,0.0047,36.91,10.29,121.0,5.0,2.0,0.5,0.5442,2.0,2562.03,0.401,1,1,15000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-60-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-60-300x300.jpg,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5008,1,0.3253
23,0.0009,36.819,10.1658,121.0,2.0,2.0,0.5,0.5572,2.0,2562.03,0.3816,1,1,2600.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-85-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-85-300x300.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6809,2,0.376
1,0.0012,36.8665,10.1647,121.0,1.0,2.0,0.5,0.5663,2.0,43985.0,0.3751,1,1,1000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-77-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-77-300x300.jpeg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6154,2,0.3551
1,0.0012,36.844,10.3247,270.0,3.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,1,1,820000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-81-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-81-300x300.jpg,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5027,2,0.346
1,0.0012,36.8665,10.1647,121.0,1.0,2.0,0.5,0.5663,2.0,43985.0,0.3912,1,1,1300.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-79-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-79-300x300.jpeg,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7046,3,0.3809
23,0.0035,36.844,10.3247,121.0,1.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,1,1,350000.0,https://www.bnb.tn/wp-content/uploads/2025/04/1-118-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/04/1-118-300x300.jpeg,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6608,3,0.3751
23,0.0009,36.819,10.1658,121.0,1.0,2.0,0.5,0.5572,2.0,2562.03,0.4171,1,1,1800.0,https://www.bnb.tn/wp-content/uploads/2025/05/WhatsApp-Image-2025-01-29-at-17.46.50-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/WhatsApp-Image-2025-01-29-at-17.46.50-300x300.jpeg,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.6374,2,0.3454
23,0.0025,36.8769,10.3247,121.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3887,1,1,2200.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-56-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-56-300x300.jpg,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5021,3,0.3458
23,0.0047,36.91,10.29,121.0,3.0,2.0,0.5,0.5442,2.0,2562.03,0.4052,1,1,5000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-63-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-63-300x300.jpg,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4992,3,0.3462
23,0.0009,36.819,10.1658,121.0,2.0,2.0,0.5,0.5572,2.0,2562.03,0.3826,1,1,1200.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-73-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-73-300x300.jpeg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6499,2,0.3483
23,0.0025,36.8769,10.3247,121.0,2.0,2.0,0.5,0.8015,2.0,2562.03,0.3986,1,1,3400.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-75-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-75-300x300.jpg,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6918,2,0.3453
23,0.0007,36.8451,10.2272,61.0,1.0,2.0,0.5,0.4448,2.0,2562.03,0.3769,1,1,1200.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-71-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-71-300x300.jpeg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6674,2,0.331
23,0.0009,36.819,10.1658,121.0,1.0,2.0,0.5,0.5572,2.0,2562.03,0.3797,1,1,1100.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-69-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-69-300x300.jpeg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6276,2,0.3537
1,0.0012,36.8665,10.1647,121.0,2.0,2.0,0.5,0.5663,2.0,43985.0,0.3762,1,1,1300.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-4-300x300.png,https://www.bnb.tn/wp-content/uploads/2025/05/1-4-300x300.png,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6316,2,0.3585
23,0.0047,36.91,10.29,121.0,4.0,2.0,0.5,0.5442,2.0,2562.03,0.3961,1,1,6000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-67-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-67-300x300.jpg,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.5039,3,0.354
23,0.0016,36.819,10.1658,210.0,3.0,2.0,0.5,0.5674,2.0,2562.03,0.4052,1,1,3500.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-59-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-59-300x300.jpeg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4924,3,0.3496
1,0.0012,36.8665,10.1647,121.0,4.0,2.0,0.5,0.5663,2.0,43985.0,0.3753,1,1,3800.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-300x300.png,https://www.bnb.tn/wp-content/uploads/2025/05/1-300x300.png,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6045,2,0.3361
23,0.0009,36.819,10.1658,121.0,2.0,2.0,0.5,0.5572,2.0,2562.03,0.3818,1,1,1500.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-26-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-26-300x300.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.546,2,0.3381
23,0.0022,36.844,10.3247,700.0,6.0,2.0,0.5,0.5305,2.0,2562.03,0.3176,1,1,7000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-25-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-25-300x300.jpg,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4883,2,0.3294
23,0.0025,36.8769,10.3247,121.0,2.0,2.0,0.5,0.8015,2.0,2562.03,0.3859,1,1,3000.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-33-300x300.jpg,https://www.bnb.tn/wp-content/uploads/2025/05/1-33-300x300.jpg,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6555,2,0.3415
23,0.0025,36.819,10.1658,100.0,2.0,2.0,0.5,0.5649,2.0,2562.03,0.4102,1,1,2600.0,https://www.bnb.tn/wp-content/uploads/2025/05/1-27-300x300.jpeg,https://www.bnb.tn/wp-content/uploads/2025/05/1-27-300x300.jpeg,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7108,2,0.3573
