id,type_annonce,type_bien,description,prix_affiche,devise,ville,gouvernorat,localisation_complete,image_url
1844875799556122,Location,Appartement S+3,5 000 TND Disponible 3 appartements s3 Tunis,5 000 TND,TND,Tunis,Tunis,Tunis,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/615437437_920981370583899_8804035107469757816_n.jpg?stp=c158.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=92e707&_nc_ohc=GUqnVgNlPcUQ7kNvwG7ShfG&_nc_oc=Admxa5qFM1LRlIEKvczQvL-Pzj8UeY5B7BwIj7vcukUw6WUKVRRm40sC9mdWWuEsG5A&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=W1dzIF81xfQIcSv0WucQGw&oh=00_AfuYBCu0wDLabxkzqezWaW2oJ9lQab0t8e5P09GGYEyygg&oe=6999646C
913208841228243,Location,Appartement S+1,900 TND A louer un s+1 à ennaser Ariana,900 TND,TND,Ariana,Ariana,Ariana,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/625886325_1664580741192504_4764136225003213454_n.jpg?stp=c0.99.905.905a_dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=breOKpops4YQ7kNvwEPCD-F&_nc_oc=AdmAPTAgY3SpkEaqOXvEJtXhtMD4KkWeLXwmLgiYW_MlJdlwUnOJgfA5dUuIL_QAsto&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=6WzfhAoKI2YjBKaBMgrW4Q&oh=00_Afu61RuLINxDhjrYKt-ldfKdjC7EBKeZk-tmaXgVVfGNUA&oe=699943BB
911673758197232,Location,Autre,260 TND محل تجاري للبيع في قلب #الحمامات وسط البلاد علي الطريق مباشرة Hammamet,260 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/627766207_25605310345808298_4019644882864868926_n.jpg?stp=c148.0.819.819a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Np4jCZ3hui0Q7kNvwEFijJJ&_nc_oc=AdmSSOLPYEpFE89gXXyrITEtfYTUNTbBQWanLjgJGXbwxXxWtupF4zBUX1Be8mqanOs&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=6WzfhAoKI2YjBKaBMgrW4Q&oh=00_AfubNFfn621ETjg-0WgxKhrcpN8DziiH77tawrDRwWtAsg&oe=69994928
872978675125227,Location,Appartement S+2,1 450 TND 🏡 À louer | S+2 meublé spacieux – Cité El Wahat / Laouina Le Kram,1 450 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/602367038_4152627001652537_3203187495137240936_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=92e707&_nc_ohc=6F7jb_LJjugQ7kNvwGf1JzW&_nc_oc=AdkO9n5Y76pWzruPu5J7wsauhXP7jwFBamRUdHREwEjLfcDr1n2AMBdX-hiyXPArMBE&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=6WzfhAoKI2YjBKaBMgrW4Q&oh=00_Aft8DdzSz1pqWvZDRYgCT6TAa5K8Xv132sjw8RDMaI7Bkw&oe=699948F3
1222881602855848,Location,Appartement S+2,"150 TND Location par nuitée – S2 avec WIFI & Smart TV, Sidi Daoud Route de La Marsa Le Kram",150 TND,TND,Sidi,Tunisie,"Sidi, Tunisie",https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/569953196_1340696901084872_1430073565770947508_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=92e707&_nc_ohc=L5ih8oODmmcQ7kNvwEiyCpa&_nc_oc=AdmEhYzwde1G2h-bg8JOeNR6KLqll4sp7vBk2PiEyewne6X0xfzOQIpmvaU5V6zb3iY&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=6WzfhAoKI2YjBKaBMgrW4Q&oh=00_AftBsbbKsb_LAXrVQKPuMEO1oM94cOGnLUFe0alTvDz9JQ&oe=6999452E
2674354049572538,Location,Appartement S+3,Gratuit À louer S+3 meublé Lac 2 Le Kram,,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/597854467_1391893522478232_2616757279179800431_n.jpg?stp=c0.89.1080.1080a_dst-jpg_s261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=454cf4&_nc_ohc=R00AJRV1n98Q7kNvwEODv5G&_nc_oc=AdlaF4xMuGQxSg6evgDjwYN8LPMin-P6lA2AFKDRNySDr6eUFghbF0VzL3yv4s5GWks&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=6WzfhAoKI2YjBKaBMgrW4Q&oh=00_AfviTcbcm1MUEnRTGMOfaBCpiRbegZU2K4rXH0WnuytAfg&oe=699958CD
1180310793884489,Location,Local Commercial,1 TND A louer avec pas de porte local commercial/ bureautique Ezzahra,1 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/626129853_10231257797045275_3386588214094843664_n.jpg?stp=c0.88.752.752a_dst-jpg_s261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Dl1liVJBNQEQ7kNvwHGlnQ4&_nc_oc=Adl_TTPA6mqNEi90OqO8Qkd17JzU2uX_uAFh_3rTuUjBtiwAAmDiXcPgR_--6NvNfVo&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=6WzfhAoKI2YjBKaBMgrW4Q&oh=00_AfuASCy0QU2uDrDHDTbYgjPnSModaC-rFX0BEKtmwc7TAA&oe=69996205
1244049077579354,Location,Appartement,"Gratuit Appartement à louer Bir-Bou-Regba, Nabul, Tunisia",,TND,Nabul,Tunis,"Nabul, Tunis",https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/615810235_1217387259802452_1843656599613757354_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=92e707&_nc_ohc=bhzrF8gNw-8Q7kNvwGdU02r&_nc_oc=AdkDw4-7HqGzi9bc4ty1lZVIJkTpYOmgMip87lVQxk0_A35B1ZXWZJIta-1hJW-hubI&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=6WzfhAoKI2YjBKaBMgrW4Q&oh=00_AfuEZcdCFcj8ATV2Ls6AUFrEch1QCkRVuRRpfxDk3I2aLQ&oe=69995E95
1598260624509717,Location,Autre,1 300 TND À louer S 2 à la Soukra avec place de parking La Soukra,1 300 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/625347149_3385967044906191_5327393439871858820_n.jpg?stp=c0.95.864.864a_dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=pFSZXw0lc_UQ7kNvwFhc2cw&_nc_oc=AdnvPR_1XPgey8ESppmDZkSmtCxc7-4N-4ovDKGRJ_9HQuTqSLXbBp_B7iU1kNGvfyQ&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=6WzfhAoKI2YjBKaBMgrW4Q&oh=00_Afu6d7PpqfOacSygq4bs55Mj-AJIvAh2LO7LpEaDLKkOqg&oe=6999647E
4307009292863991,Location,Autre,255 000 TND 𝗨𝗻 𝗔𝗽𝗽𝗮𝗿𝘁𝗲𝗺𝗲𝗻𝘁 𝗲𝗻𝘁𝗶𝗲̀𝗿𝗲𝗺𝗲𝗻𝘁 𝗺𝗲𝘂𝗯𝗹𝗲́ 𝗮̀ 𝗔𝗙𝗛 𝗠𝗿𝗲𝘇𝗴𝗮 Hammamet,255 000 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/586726379_838850201891384_7205048380757977398_n.jpg?stp=c0.0.261.261a_dst-jpg_p261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=92e707&_nc_ohc=-RCRnJFLXxcQ7kNvwGRhKIY&_nc_oc=AdmozAk5Uq8AqZOl5MxoPQv2qUGon93SPoDkftpuvwPGNoRM8YeMWxwz4xRyaTh-Muo&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=6WzfhAoKI2YjBKaBMgrW4Q&oh=00_AfuuHSUKUaNrYYI5LGYml1Z6k11y_ngyGWDGT8o6YDmJcg&oe=69995F90
669992412813289,Location,Appartement S+1,1 150 TND À louer s+1 haut standing Le Kram,1 150 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/568344135_989474386696972_3836616869099728949_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=92e707&_nc_ohc=h-WOUb7wrRMQ7kNvwGJQ0pX&_nc_oc=AdnSUW1TQ-Ls1KPAf4Bz0t-K41s-y5X53qmsvK7XKxOFp3_p-NfOvLTQsjcaOuwzLxk&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=6WzfhAoKI2YjBKaBMgrW4Q&oh=00_Afvvtmo8x6qANxh2OgKxYgyJsoZnS0883UFlJJ2wypw7ow&oe=699968E2
4202468533353576,Location,Terrain,Gratuit Studio s+1 manzah 8 a coûté lycée pilote nm 24998759 Ariana,,TND,Ariana,Ariana,Ariana,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/616079333_1666366914334948_6508899830703747698_n.jpg?stp=c0.86.780.780a_dst-jpg_s261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=UBsWdFq4z2IQ7kNvwH7mpcy&_nc_oc=AdlGQ_xg8dtuG76KgmW5QZXMYD1P5TjdNpaA1FcPhECe9vup5vXHMIYa-2GAyyKtBe8&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=m7g2-yVrT3mZkshrhEbuXw&oh=00_AfvM3HYhFChqBDlupBG2gnwuuYZJzflYa2F5iA7ZdcOp0g&oe=69993F3D
1423175062522353,Location,Appartement S+2,2 200 TND Un appartement s2 à Ain Zaghouan nord Tunis,2 200 TND,TND,Ain,Tunis,"Ain, Tunis",https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/615420458_1435019684683362_2028379303888284830_n.jpg?stp=c0.151.261.261a_dst-jpg_p261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=92e707&_nc_ohc=fIOzdDZpYUcQ7kNvwE8woW_&_nc_oc=Adnu3DNPJiv6Yy706tbn6qo4afsgkdYy0S2XOEoIa5KHLipf3smtAD_zRhS4avq0sTM&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=m7g2-yVrT3mZkshrhEbuXw&oh=00_AftrjHZuGVqlK6cUNmA9JgPga2Y_53vdr_2YrHDb_FQPPQ&oe=69994E73
1625752702197325,Location,Autre,Gratuit للكراء Bizerte,,TND,Bizerte,Bizerte,Bizerte,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/625859129_4316280961982067_4414867257029109306_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=92e707&_nc_ohc=JLsKt4IYu0cQ7kNvwH-MPgG&_nc_oc=AdmqCzQESWq3u9XgEI2yhio3qOfSQJcxu01kI5Z67S4NXsvkcJDNjJqWexnJkucn91o&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=m7g2-yVrT3mZkshrhEbuXw&oh=00_Afv4-ioHrCtBCbvGmmS6XIbSYPtcynkx02taQR5RHs_7HQ&oe=6999569B
670409049341709,Location,Maison/Villa,Gratuit Maison à louer a Hammamet Hammamet,,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/608267911_844777648376364_1036909588733103965_n.jpg?stp=c0.99.701.701a_dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=GwlQ6lig_yAQ7kNvwHuGQrL&_nc_oc=Adn_rZA7bcChXr-E33ZjSqgP85zVFHLWGG7_zZyLm03xKBpm6I6Ekifxl0nsL52l4dI&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=m7g2-yVrT3mZkshrhEbuXw&oh=00_AfvCby0ay9fzSR_DGsGHdQDcHLTRKlCRDBW2bAvbYU0gtA&oe=69995DFC
2047124556055018,Location,Maison/Villa,Gratuit Maison à louer a Hammamet Hammamet,,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/607783176_842821061905356_225588828715252475_n.jpg?stp=c0.99.701.701a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=puJDcvB6kpEQ7kNvwHUVprW&_nc_oc=AdlJXi4N7yAIRTCO8nVp4J12Wtai42JaZyyHinvhcFtP6mevBppICLBBVGb_OJjLJHY&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=m7g2-yVrT3mZkshrhEbuXw&oh=00_AftScK2t9B9b1h2DcZgj658Btg1M8bNDF9IoQHuYFFx_cg&oe=699952AD
1167691224367046,Location,Autre,125 TND بيع اوتبديل بدار في قليبية Tunis,125 TND,TND,Tunis,Tunis,Tunis,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/487198793_3988263974783078_3552510518469461549_n.jpg?stp=c0.79.720.720a_dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=946e27&_nc_ohc=qBv3qeNXYfMQ7kNvwEEs1fY&_nc_oc=AdlRGMEM9nyvw2glUxY5Sm2lp6SY3p1COTFtxlxkS-d5Kp5dXKZ9kEPZdjQhBcIi45U&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=m7g2-yVrT3mZkshrhEbuXw&oh=00_Afsc4rjFd8F70ddNxqu-P5Nyx8iNuQ_tiAHtybucAG4BdA&oe=6999425E
2122983811798331,Location,Duplex,"2 000 TND ✨ À louer – Duplex avec grandes terrasses à Amilcar, Sidi Bou Saïd ✨ Sidi Bou Saïd",2 000 TND,TND,Amilcar,Tunisie,"Amilcar, Tunisie",https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/629945334_1954952965411299_9133302947321606842_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=92e707&_nc_ohc=H9ZdJVU_074Q7kNvwEP1PNv&_nc_oc=AdmywITGLTkQ_e56-3BBzswWJDwXkzDVZxo8OlA-MEaGdsSLpgg1RjnmFMip-GaFSLM&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=m7g2-yVrT3mZkshrhEbuXw&oh=00_Afu11t5y6SvDpTr-eOdLir60lPDNos5h1Nrqc0w4vjfn9Q&oe=69994C21
779356738496240,Location,Autre,1 150 TND À louer S 1 meublé avec place parking à la Soukra La Soukra,1 150 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/615417894_3365769010259328_2043952607597754681_n.jpg?stp=c160.0.960.960a_dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=KRCpztiIa7cQ7kNvwHcmyzv&_nc_oc=AdmC3H0CTeMref3q7I7iReaTEcRCj3vJkUsMJ3rR5Rvma30b8lnH2tU-MJbWNQh-Stg&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=m7g2-yVrT3mZkshrhEbuXw&oh=00_Afv_LOv_-rzEtcz_IW7EkPKpyo9RaSpLxCiiooB0_7dKiw&oe=699946D7
1223691026106673,Location,Appartement S+2,1 200 TND S+2 Carthage Amilcar Tunis,1 200 TND,TND,Tunis,Tunis,Tunis,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/619262911_1343129857855429_9105132686756618139_n.jpg?stp=c130.0.780.780a_dst-jpg_s261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Dml9AHWsGNUQ7kNvwH38aDE&_nc_oc=AdndyytYyrHY4AISdsWl0cfLZWe3UnvWxxHlJAC_9TPsqJDIKOgOeer1RpPnQUGds2g&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=m7g2-yVrT3mZkshrhEbuXw&oh=00_AfskKxL1o2vqSKt4nPFzrmYYIWUZc3dG5YbMApsaNdhSxA&oe=69994F60
836614565654351,Location,Autre,Gratuit #ايجا_اشري_بأحسن_الاسوام_عنا_بسعر_قابل_لنقاش 👌👇👇 Hammamet,,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/599622335_724188630731043_314859508324740713_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=92e707&_nc_ohc=_kDXO35jjrsQ7kNvwEwusnh&_nc_oc=Adm2DM5E2HFq8_9nOVF6OXOXf_3oCaByMzetEsnByoD84p6Z6-sW8al5baqBnyJ8UQA&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=QQcttUolioB26F_xSIg-_g&oh=00_AftNbW5ulQr9vSRJMeQgxiua_XbTVTQfAvcMNMZ4hMqQqw&oe=69996D7C
1249684837217429,Location,Autre,Gratuit 22.467.914 \28.545.261 Hammamet,,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/613434924_1952154745648159_8715735282764495877_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=110&ccb=1-7&_nc_sid=92e707&_nc_ohc=xlQ5PfjpWe0Q7kNvwECNece&_nc_oc=AdkUpjw980UKfvq1QJUniEPlMAoJvZGZPWa2h_s-M0GP5zhpTte7B9ieyEyCXTWdLfE&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=QQcttUolioB26F_xSIg-_g&oh=00_AfuCTtJ82zxBTXJ2DopsGLX5Dp1CRuSFBWoFiAHyCRL7KA&oe=69995DD7
4074965666089521,Location,Autre,Gratuit A louer Par jours s 5 Marsa La Marsa,,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/607128625_122279614526193474_3414996194043950652_n.jpg?stp=c268.0.1064.1064a_dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=vPZM7kn_9MMQ7kNvwEIqQ3f&_nc_oc=AdkKGLfoH7hIpA27Ws3wn4N_S7dSCbH7306QKG5cVPlLmmygHeGwqbWD0ulaPTY3mZc&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=QQcttUolioB26F_xSIg-_g&oh=00_AftA9D71qQxs3-Jc6PeKg8fSe6tRrGTEJK6j6QGbFzN8pA&oe=69994C20
1219262906930201,Location,Autre,1 200 TND Location Bungalow Mexico Hammamet-centre Hammamet,1 200 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/619190694_876678472020996_1536436654464089371_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=92e707&_nc_ohc=o7Vrv01HyIgQ7kNvwH2PKwa&_nc_oc=AdnHwUkU_HFNtB-tEI8yYqRo4sXVXR9EBfuJz9DdMMcGEQ4tboRpgWtcrY63fhNSXJw&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=QQcttUolioB26F_xSIg-_g&oh=00_AfubvJfWQdCptiMxpzNwYLdSgUIyRrjn-6JAMtFN2C3O6A&oe=699963FE
25763689913325806,Location,Appartement S+3,2 700 TND À Louer – S+3 Meublé au Lac 2 Le Kram,2 700 TND,TND,Louer,Tunisie,"Louer, Tunisie",https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/632185160_1673796083779820_898408082862701370_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=92e707&_nc_ohc=r7O1U3wgWo0Q7kNvwE0N90m&_nc_oc=AdnM4f6NC0lNbDQ3aK3_ZEL3NIEUcmEVjIzHViHTreU9Z6nGll66iVd243PH6HXhsww&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=QQcttUolioB26F_xSIg-_g&oh=00_AfvTIfi6y6Z9IskMZDOEhB0q3rk5CJOgLb4pgb6fJg7lrw&oe=6999670C
1569630584250441,Location,Local Commercial,4 500 TND Local commercial bhar lazreg sur la route principale 300m² La Marsa,4 500 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/626841592_4776473662676873_6866361545264735147_n.jpg?stp=c0.106.960.960a_dst-jpg_s261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=fYMTG1sPbz8Q7kNvwFHMuhR&_nc_oc=AdkmP2z9FLe5PsWmOWNMTWlGSuzVM1R5lD3DL1ea2zisspEcpviHgpcfz6iNEjE-Gj4&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=QQcttUolioB26F_xSIg-_g&oh=00_AftpEEP4yYqVr82nG4xfGOC-pHC1wjZBLLYTTcI9Jp3eyg&oe=69997275
1740766390213425,Location,Appartement S+2,1 200 TND A louer à l'année un appartement S+2 meublé -près de café granada Mrezga Hammamet Nord Hammamet,1 200 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/616262356_1232102388885847_8624812275193895897_n.jpg?stp=c151.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=92e707&_nc_ohc=Q8JkJiMKleEQ7kNvwGCTzVF&_nc_oc=AdkI5XcoAqdTi1_0BzWsvhDUuSnf24di0Lf-pa_W5MlQU7WuAfFFL5n44bMx__EY1qE&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=QQcttUolioB26F_xSIg-_g&oh=00_AfsJaU69TMriwotWZ3nDh0QR0L8mBovQtE7RlcrCVApUiw&oe=6999454F
890630096911418,Location,Appartement S+1,950 TND A louer s1 Tunis,950 TND,TND,Tunis,Tunis,Tunis,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/633254309_2517715825290029_2811382260979184072_n.jpg?stp=c169.0.943.943a_dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=EDTa8cRzqYAQ7kNvwG4w-9P&_nc_oc=AdkmREnvW99Ev8MUfJtgt9cStDh0O6NhT6mecf2qIhhHcAYcvn8EDQ3smIM09zUYF78&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=QQcttUolioB26F_xSIg-_g&oh=00_AfuMiiufl4G5bmyAHoeZIWbHaTEg9NFjCAwLEQffbA2AWA&oe=69996A32
1133121832008633,Location,Appartement S+2,290 000 TND فرصة 100% للاستثمار أو للسكن شقة S+2 جديدة في 𝐀𝐅𝐇 𝟐 – المرازقة، للبيع 290 مليون Tunis,290 000 TND,TND,Tunis,Tunis,Tunis,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/611914824_1555300375692154_579032468566755784_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=92e707&_nc_ohc=Dl6IIcSk9yAQ7kNvwGg3ZNz&_nc_oc=Adm4HYeo8SyMWLe3OZIlelceDHzN8aO7CSCFQI30OXdb0AYK5WY-X6WqjxmBdG7aiSw&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=QQcttUolioB26F_xSIg-_g&oh=00_Afs3EWEfpvq7GDvJfzVf1ZrCe7cBZ6CaF5niGYqKI19ACA&oe=69995619
1161306212842175,Location,Appartement S+3,230 000 TND Appartement S+3 haut standing à vendre à Sfax Tunis,230 000 TND,TND,Sfax,Tunis,"Sfax, Tunis",https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/602374740_25707013672237238_701111595944615803_n.jpg?stp=c0.79.720.720a_dst-jpg_s261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=454cf4&_nc_ohc=3DxlOxN7_B4Q7kNvwE9L-TG&_nc_oc=AdkcBvjHyjbWr8aSAdcFWyYlkAv7iVWW3xxna8ej6d09vV0q19cF48sSUkIpSiZKsAw&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=jZNpncWdTGg7ghkvmTDfNg&oh=00_AfuncB2mTntk8542FeytOn1dGituZD_Db6u3rxyurrQoow&oe=6999594E
1548596192834828,Location,Appartement,200 000 TND Appartement meublé Raoued,200 000 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/594390730_2102212510519450_1126432105359611316_n.jpg?stp=c273.0.624.624a_dst-jpg_s261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=BIEt2Od2ldwQ7kNvwFdsL-i&_nc_oc=AdnpcZrnV7IBFFj2zIiy9qsgPiOKBJaYkvU8c0OJLZNTOGB3nDVF9c7zJmzXtgUpLxU&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=jZNpncWdTGg7ghkvmTDfNg&oh=00_AfsYrwaeZqvYIirZXs-q5r-9dZGHh6fb3DyU5w5YA_JgHw&oe=699974A1
1544663746747185,Location,Autre,1 TND دبو للكراء Tunis,1 TND,TND,Tunis,Tunis,Tunis,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/633579234_122149581332970394_6393895432129376587_n.jpg?stp=c199.0.1200.1200a_dst-jpg_s261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Kta1ttV4EBAQ7kNvwH3YCJm&_nc_oc=Adm5bDObIkO6y8m8oQZPuBVVYaYPLjmfYaHsh6GNbOsZtLmJIA0QoiBKUjyglPsH9GE&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=jZNpncWdTGg7ghkvmTDfNg&oh=00_AfuRBA9P7pyuv3jMKIL7Dfc9l7O5u5CFnlXWG4BwgAgReA&oe=69993E00
878739487900458,Location,Autre,Gratuit A louer Par jours s 2 marsa La Marsa,,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/615335610_122283776960193474_8821479084503879890_n.jpg?stp=c0.106.960.960a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=3DdrhBiNlL0Q7kNvwHeusYF&_nc_oc=Adn2K2HCo4vb8xprX25SuLaMbMFe5G5_vcx-wzr0pYjBuGYzHSNPNDVtRXrdN3R9md4&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=jZNpncWdTGg7ghkvmTDfNg&oh=00_AftAZ59maGrv8SijKDxUSCVThMl6As-_uyPFialzfYmIaA&oe=6999546D
