id;source;type_texte;numero;date_publication;date_jort;numero_jort;ministere;domaine_juridique;risque_conformite;obligations_legales;penalites_potentielles;textes_references;titre;type_operation;contenu_resume;acteurs;mots_cles;zone_geographique;superficie_m2;superficie_texte;titre_foncier;tpd;beneficiaire;destination;prix_cession_TND;double_marche_dinars_devises;investissement_etranger;logement_social;zone_industrielle;commission_pct_min;commission_pct_max;montant_TND_min;montant_TND_max;unite_tarif;negociable;gouvernorat_stats_logements_milliers;gouvernorat_pct_parc_national;gouvernorat_augmentation_nette_2014_2024_milliers;gouvernorat_taux_croissance_10ans_pct;gouvernorat_pression_immobiliere;taux_logements_occupes_pct;taux_branchement_electricite_pct;taux_branchement_eau_pct
28 Lois et decrets relatifs à l’INS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Décret N° 2000 -2408 du 17 octobre dont le capital est totalement détenu par;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000; fixant l’organisation administrative l’Etat;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
et financière et les modalités de Vu le décret n°89-442 du 22 avril;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fonctionnement de l’Institut National de 1989; relatif aux marchés publics; tel que;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"la Statistique""";état tunisien;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_2;lois_decrets;article;2;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;;Art.2. –;article;le directeur général exerce;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Article premier. - L’institut son autorité sur l’ensemble du personnel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
National de la Statistique est dirigé de l’institut qu’il recrute; nomme; affecte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
par un directeur général nommé par et licencie conformément à la législation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
décret sur proposition du ministre et à la réglementation en vigueur.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
du développement économique. Le directeur général peut déléguer;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le directeur général est habilité à une partie de ses pouvoirs ainsi que sa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"prendre les décisions relevant d""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_3;lois_decrets;article;3;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2) Assurer la direction chargé d’examiner et de donner son avis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
administrative; financière et technique sur les questions suivantes :;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de l’institut; -les contrats objectifs et le suivi de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3) Conclure les marchés dans leur exécution.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
les formes et conditions prévues par -les budgets prévisionnels;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
la législation et la réglementation en d’investissement et de fonctionnement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vigueur; et les schémas de financement des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4) Arrêter les contrats-objectifs et projets d’investis""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_4;lois_decrets;article;4;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’acquisition; les transactions et toutes est présidé par le directeur général. Il;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
opérations immobilières relevant de comprend les membres suivants :;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’activité de l’institut; et ce; conformément -un représentant du Premier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
à la législation et à la réglementation en ministère;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
vigueur. -un représentant du ministère du;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10) Représenter l’institut auprès développement économique;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
des tiers et dans tous les actes civils; -un représentant du ministère des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
administratifs;" fina""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_6;lois_decrets;article;6;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;arrêté du s;Art.6. –;article;Les membres du conseil;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de la coopération internationale et de attributions qu’aux autres membres;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’investissement extérieur. à conseil d’entreprise de l’Institut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Les membres du conseil National de la Statistique. Ils ne peuvent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’entreprise sont désignés par arrêté du s’absenter des réunions du conseil;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ministre du développement économique ou recourir à la délégation qu’en cas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sur proposition des ministères d’empêchement; et ce;,Non spécifié,,National,,,,,,,,False,False,False,False,,,,,,False,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_5;lois_decrets;article;5;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_7;lois_decrets;article;7;;;;;Urbanisme / Construction;FAIBLE;Permis de construire obligatoire ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
réunit au moins une fois par trimestre dans un délai ne dépassant pas le;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sur convocation du directeur général 31 août de chaque année. Le budget;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de l’institut pour donner son avis sur les prévisionnel de fonctionnement et;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
questions inscrites à un ordre du jour qui d’investissement et le schéma de leur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
est communiqué au moins dix jours à financement. Le budget fait ressortir les;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’avance à tous les membres du conseil; prévisions de recettes et de dépenses.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"au contrôleu""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_8;lois_decrets;article;8;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
valablement qu’en présence de la comprend les recettes et les dépenses;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
majorité de ses membres présents ou ci-après:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
représentés.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le conseil d’entreprise émet son A – En recettes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
avis à la majorité des voix des membres;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
présents ou représentés. En cas -les subventions et les dotations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’égalité des voix; celle du président est que l’Etat accorde à l’institut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prépondérante. -les recettes découlant de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A défaut de la présence de la l’exercice des missions normales de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"maj""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_10;lois_decrets;article;10;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;;Art.10. –;article;La comptabilité de l’institut;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
à l’institut conformément à la législation conformément aux règles régissant la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
et à la réglementation en vigueur. comptabilité commerciale; l’exercice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
la couverture des dépenses de et se termine le 31 décembre de chaque;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fonctionnement du conseil national de année.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
la statistique. Le directeur général arrête les;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"états financiers """;Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_9;lois_decrets;article;9;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"comprend les ressources et les""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_11;lois_decrets;article;11;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;;Art.11. –;article;Sont soumises;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dépenses ci-après : obligatoirement au ministère du;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
développement économique; les;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A – En recettes : questions suivantes; et ce; en vue;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’être approuvées; conformément à la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’Etat; vigueur :;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?; -l’organigramme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
contributions; -le contrat-objectifs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-l’excédent du budget de Les budgets prévisionnels de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fonctionnement;" fonctionnement d’équipement et""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_12;lois_decrets;article;12;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;;Art.12. –;article;Les contrat-objectifs est -les états mensuels de la situation;;;;;;;;;;;;;;;;;;;;;;;;;;;;
signé par le ministre du développement des liquidités à la fin de chaque mois.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
économique et le directeur général de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"l’institut national de la statistique. Le""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_17;lois_decrets;article;17;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;;Art.17. –;article;Il est désigné auprès de;;;;;;;;;;;;;;;;;;;;;;;;;;;;
suivi de son exécution est assuré lors l’institut national de la statistique un;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de l’examen du budget prévisionnel de contrôleur d’Etat; nommé conformément;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’institut. A cet effet; l’institut élabore à la législation est à la réglementation;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
périodiquement des rapports annuels en vigueur.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
qu’il communique au ministère du;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"développement économique.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_18;lois_decrets;article;18;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"dispositions antérieures contraires au""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_13;lois_decrets;article;13;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;;Art.13. –;article;Le budget prévisionnel de présent décret et notamment le décret;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’institut national de la statistique est n° 74-1116 du 28 décembre 1974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
approuvé par décision du ministre du fixant l’organisation administrative et;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
développement économique. financière de l’Institut national de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"statistique.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_14;lois_decrets;article;14;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;;Art.14. –;article;Les états financiers de;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"l’institut national de la statistique sont""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_19;lois_decrets;article;19;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
approuvés par décision du ministre du développement économique et des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
développement économique; sur la base finances; sont chargés. Chacun en ce qui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
du rapport du réviseur des comptes le concerne; de l’exécution du présent;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"établi à cet effet. décret qui sera publié au Journal Officiel""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_15;lois_decrets;article;15;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;;Art.15. –;article;Le directeur général de la République Tunisienne.;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de l’institut national de la statistique Tunis; le 17 octobre 2000.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
doit communiquer; au ministère du;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
développement économique; les Zine El Abidine Ben Ali;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
documents ci-après; dans un délai ne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pouvant dépasser quinze jours de leur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
établissement :;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rapports annuels d’avancement de leur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
exécution;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fonctionnement et d’investissement et;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
le schéma de financement des projets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’investissement;" """;Non spécifié;;Tunis;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_16;lois_decrets;article;16;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;;Art.16. –;article;Le directeur général de;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l’institut national de la statistique doit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
communiquer; pour information au;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ministère des finances; les documents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ci-après; et ce; dans les délais fixés à;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"l’""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_15;lois_decrets;article;15;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;Décret N°2005-1643 du 30 mai 2005 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fonctionnement et d’investissement et;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
le schéma de financement des projets;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’investissement;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOM?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lois et decrets relatifs à l’INS 33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Décret N°2005-1643 du 30 mai 2005; du développement économique; tel que;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fixant l’organigramme de l’Institut modifié et complété par le décret n°96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
national de la statistique. -1225 du 1er juillet 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vu le décret n° 97 -552 du 31 mars;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le Président de la République;1997;" portant f""";état tunisien;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_33;lois_decrets;article;33;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;loi n° 99-32 du 13 avril 1999 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vu la loi n° 99-32 du 13 avril 1999; du développement économique et de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
relative au système national de la la coopération internationale et de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
statistique; l’investissement extérieur au ministère;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vu le décret n° 88 -188 du 11 du développement et de la coopération;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
févr-88; réglementant les conditions internationale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’attribution et de retrait des emplois Vu le décret n° 2005 -910 du 24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fonctionnels d’administration centrale; mars 2005;" portant désign""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_2;lois_decrets;article;2;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;Décret n° 2005-2857 du 24 octobre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de cet organigramme s ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"la direction générale et décrivant avec 2005 fixan""";Art.2. –;article;La mise en application Décret n° 2005-2857 du 24 octobre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de cet organigramme s’effectue sur la 2005; modifiant et complétant l’annexe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
base de fiches-fonctions établies par du décret n° 2005-1643 du 30 mai;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
la direction générale et décrivant avec 2005 fixant l’organigramme de l’institut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
précision les missions relevant de national de la statistique.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
chaque structure de travail de l’institut.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le Président de la République;,état tunisien,,National,,,,,,,,False,False,False,False,,,,,,False,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_3;lois_decrets;article;3;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;loi n° 69-64 du 31 décembre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"conformément aux conditions fixées 1969 portant loi """;Art.3. –;article;Les emplois fonctionnels Sur proposition du ministre du;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prévus par l’organigramme de l’institut développement et de la coopération;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
national de la statistique sont attribués internationale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
par décision du directeur général Vu la loi n° 69-64 du 31 décembre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
conformément aux conditions fixées 1969 portant loi de finances pour la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"dans l’article premier du décret n ° 88- gestion 1970 et notamment son""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_188;lois_decrets;article;188;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;article;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"188""";article;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"188""";article;du 11 février 1988 susvisé. 21 relatif à la création de l’institut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
national de la statistique;,Non spécifié,,National,,,,,,,,False,False,False,False,,,,,,False,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_4;lois_decrets;article;4;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;loi n° 74-101 du 25 décembre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
statistique est chargé d ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"de chaque structure et les relations décembre 1975""";Art.4. –;article;L’institut national de la Vu la loi n° 74-101 du 25 décembre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
statistique est chargé d’établir un 1974; portant loi de finances pour la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
manuel de procédures fixant les règles gestion 1975 et notamment ses articles;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
à suivre pour ’accomplissement de 55 et 56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
chaque tâche relevant des attributions Vu le décret n° 75-83 du 30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de chaque structure et les relations décembre 1975; portant loi de finances;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
entre ces structures. Ce manuel sera pour la gestion 1976 et notamment son;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"actualisé chaque fois que""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_44;lois_decrets;article;44;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1983;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
nécessaire. Vu la loi n° 83-112 du 12 décembre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1983;" portant statut général des""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
lois_decrets_art_5;lois_decrets;article;5;;;;;Statistiques / Marché;FAIBLE;Données à titre informatif – pas d'obligation directe;Risque faible – bonnes pratiques recommandées;loi n° 97-83 du 20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
sera publié au Journal Officiel de la décembre 1997 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
République Tunisienne ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1988""";Art.5. –;article;Le ministre des finances personnels de l’Etat, des collectivités;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
et le ministre du développement et locales et des établissements publics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de la coopération internationale sont à caractère administratif;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
